	log2FoldChange	padj	external_gene_name	Description
ENSG00000134258	2.33871191039783	9.75219822274576e-16	VTCN1	V-set domain containing T cell activation inhibitor 1
ENSG00000232931	1.56091786254098	1.1015482081726901e-15	LINC00342	long intergenic non-protein coding RNA 342
ENSG00000099337	-1.05423564583226	1.15828109611959e-15	KCNK6	potassium two pore domain channel subfamily K member 6
ENSG00000160862	1.28446098220704	1.4528528147875901e-15	AZGP1	alpha-2-glycoprotein 1, zinc-binding
ENSG00000264112	1.8882212608483	1.5114108474560402e-15		
ENSG00000140931	-1.32610639449932	1.5725029798084002e-15	CMTM3	CKLF like MARVEL transmembrane domain containing 3
ENSG00000181143	3.39954770053444	1.5837671715008e-15		
ENSG00000080493	1.77274938703276	1.6799194189734502e-15	SLC4A4	solute carrier family 4 member 4
ENSG00000129003	1.05814809916691	1.98852047147557e-15	VPS13C	vacuolar protein sorting 13 homolog C
ENSG00000142619	2.47214557389712	2.41492190831602e-15		
ENSG00000170477	7.2614007432148	2.6615654258347403e-15	KRT4	keratin 4
ENSG00000054654	1.20563311462388	3.0215006023136704e-15	SYNE2	spectrin repeat containing nuclear envelope protein 2
ENSG00000180263	-1.14057655245158	3.0255675243634903e-15	FGD6	FYVE, RhoGEF and PH domain containing 6
ENSG00000244128	-1.9562808228286	3.7022409535690606e-15	LINC01322	long intergenic non-protein coding RNA 1322
ENSG00000100557	1.19761657575407	3.7259025334267104e-15	CCDC198	coiled-coil domain containing 198
ENSG00000158286	1.42076762250508	4.2035838910482104e-15	RNF207	ring finger protein 207
ENSG00000168394	-1.0000387895406	4.514757677862071e-15		
ENSG00000146678	-1.48235748792539	6.06352372982812e-15	IGFBP1	insulin like growth factor binding protein 1
ENSG00000234745	-1.04439764688512	6.098889899114661e-15		
ENSG00000143416	1.83140129447965	6.45102932866241e-15	SELENBP1	selenium binding protein 1
ENSG00000146802	1.02686141601108	6.520588947935271e-15	TMEM168	transmembrane protein 168
ENSG00000196696	1.51833469076292	7.486424892575651e-15	PDXDC2P-NPIPB14P	PDXDC2P-NPIPB14P readthrough, transcribed pseudogene
ENSG00000138271	-1.52929794534787	7.641086653956451e-15	GPR87	G protein-coupled receptor 87
ENSG00000104856	-1.13481904412536	8.040761689439271e-15	RELB	RELB proto-oncogene, NF-kB subunit
ENSG00000100359	1.01176355324068	8.435741252764561e-15	SGSM3	small G protein signaling modulator 3
ENSG00000068885	1.09774785216566	8.75769091831743e-15	IFT80	intraflagellar transport 80
ENSG00000138166	-1.02661557558288	1.37398932626941e-14	DUSP5	dual specificity phosphatase 5
ENSG00000196542	2.33485475568234	1.54180431959583e-14	SPTSSB	serine palmitoyltransferase small subunit B
ENSG00000163297	-1.22595491996857	1.87054310396569e-14	ANTXR2	ANTXR cell adhesion molecule 2
ENSG00000168765	-1.1137004982871	1.8984297099894202e-14	GSTM4	glutathione S-transferase mu 4
ENSG00000151388	-2.75347374935318	1.97921738541943e-14		
ENSG00000168350	1.83488771615676	1.99403857646194e-14	DEGS2	delta 4-desaturase, sphingolipid 2
ENSG00000152661	4.07232545351849	2.4959520346883802e-14	GJA1	gap junction protein alpha 1
ENSG00000136826	-1.03891171877702	2.99066277395667e-14	KLF4	KLF transcription factor 4
ENSG00000198756	1.46498466143677	3.05455050364962e-14	COLGALT2	collagen beta(1-O)galactosyltransferase 2
ENSG00000198535	2.35187855070148	3.37129693702263e-14	C2CD4A	C2 calcium dependent domain containing 4A
ENSG00000124357	-1.00237790832806	3.38407464151773e-14	NAGK	N-acetylglucosamine kinase
ENSG00000077063	3.50713182347724	3.77086641057446e-14	CTTNBP2	cortactin binding protein 2
ENSG00000125257	-1.10111724278507	3.8291388659210804e-14	ABCC4	ATP binding cassette subfamily C member 4
ENSG00000159784	2.67507754400886	3.96785957681962e-14	FAM131B	family with sequence similarity 131 member B
ENSG00000159713	2.01823615356029	4.75945968600196e-14	TPPP3	tubulin polymerization promoting protein family member 3
ENSG00000145526	-8.05754334545247	4.77847971225212e-14	CDH18	cadherin 18
ENSG00000073737	-2.14147075063764	5.45073942632885e-14	DHRS9	dehydrogenase/reductase 9
ENSG00000116701	-1.70499611112551	8.56813142923586e-14	NCF2	neutrophil cytosolic factor 2
ENSG00000181499	7.9862127976697	9.672732710655999e-14	OR6T1	olfactory receptor family 6 subfamily T member 1
ENSG00000069482	-1.80582882641908	1.11182064182e-13	GAL	galanin and GMAP prepropeptide
ENSG00000005187	1.01865762300019	1.35041728189592e-13	ACSM3	acyl-CoA synthetase medium chain family member 3
ENSG00000135074	-4.12504362562555	1.36858193505137e-13	ADAM19	ADAM metallopeptidase domain 19
ENSG00000138587	1.02107003968233	1.63508188364396e-13	MNS1	meiosis specific nuclear structural 1
ENSG00000177694	2.53981164639339	1.8197173107150799e-13	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2
ENSG00000227507	-2.39907635643169	1.91605834684929e-13	LTB	lymphotoxin beta
ENSG00000076356	-1.66373368297432	2.51406214492783e-13	PLXNA2	plexin A2
ENSG00000241388	3.11616100826882	2.92838490530885e-13	HNF1A-AS1	HNF1A antisense RNA 1
ENSG00000059728	-1.25257443618548	3.11306300567933e-13	MXD1	MAX dimerization protein 1
ENSG00000291110	-1.2264869577537	3.29786814548484e-13	TRIM16L	tripartite motif containing 16 like (pseudogene)
ENSG00000144369	1.24864042418493	3.42105950828804e-13	FAM171B	family with sequence similarity 171 member B
ENSG00000248144	2.87673390532891	3.51198455549643e-13	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
ENSG00000257594	1.24518971703325	3.98122610160131e-13	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4
ENSG00000189433	-1.6605290629134	4.13981461438038e-13	GJB4	gap junction protein beta 4
ENSG00000124249	1.59832326528957	4.872664562995299e-13	KCNK15	potassium two pore domain channel subfamily K member 15
ENSG00000144821	-3.02942872643235	4.93798066183425e-13	MYH15	myosin heavy chain 15
ENSG00000135473	1.31550465665835	5.112363967581399e-13	PAN2	poly(A) specific ribonuclease subunit PAN2
ENSG00000154102	-1.26092763347844	5.13110193093094e-13	C16orf74	chromosome 16 open reading frame 74
ENSG00000100079	2.72206920924974	5.297248659849489e-13	LGALS2	galectin 2
ENSG00000116514	-1.13472289738261	5.297248659849489e-13	RNF19B	ring finger protein 19B
ENSG00000139055	2.27085665276704	5.62007781874752e-13	ERP27	endoplasmic reticulum protein 27
ENSG00000171401	2.41493216382319	5.66645519125659e-13	KRT13	keratin 13
ENSG00000113369	-1.0856731910792	5.70093457708473e-13	ARRDC3	arrestin domain containing 3
ENSG00000196167	1.90151154769011	6.06339475887463e-13	COLCA1	colorectal cancer associated 1
ENSG00000276170	1.98677193401889	6.7379591352376e-13		
ENSG00000172955	3.12910969171108	7.1086679780355e-13	ADH6	alcohol dehydrogenase 6 (class V)
ENSG00000122786	-1.28126775979051	7.8126132281498e-13	CALD1	caldesmon 1
ENSG00000103056	2.1477627248766	8.21491260382471e-13	SMPD3	sphingomyelin phosphodiesterase 3
ENSG00000151575	1.19658843044442	9.42573376623236e-13	TEX9	testis expressed 9
ENSG00000198223	5.23454123626057	9.6230162851969e-13		
ENSG00000163590	1.32790418528881	1.00936795275145e-12	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
ENSG00000164056	1.08774096244082	1.24293110586991e-12	SPRY1	sprouty RTK signaling antagonist 1
ENSG00000178726	-2.01680376240685	1.24293110586991e-12	THBD	thrombomodulin
ENSG00000143702	-1.06258766363355	1.24418577185816e-12		
ENSG00000134827	1.11277932114566	1.33710061194241e-12	TCN1	transcobalamin 1
ENSG00000144451	1.12686900232286	1.38209555125941e-12	SPAG16	sperm associated antigen 16
ENSG00000101298	-1.6013323278151	1.5322253140122499e-12	SNPH	syntaphilin
ENSG00000156313	1.61225333633465	1.55660766098458e-12	RPGR	retinitis pigmentosa GTPase regulator
ENSG00000198542	-2.77052007560425	1.5960578144414199e-12	ITGBL1	integrin subunit beta like 1
ENSG00000185453	-1.09103133508358	1.61817816998451e-12	ZSWIM9	zinc finger SWIM-type containing 9
ENSG00000157388	2.06730071125739	1.869109572905e-12	CACNA1D	calcium voltage-gated channel subunit alpha1 D
ENSG00000136867	-1.79088099038142	2.07116346426651e-12	SLC31A2	solute carrier family 31 member 2
ENSG00000213145	-1.36132166534781	2.17223841081028e-12	CRIP1	cysteine rich protein 1
ENSG00000184979	-1.39440983409972	2.54411350429883e-12	USP18	ubiquitin specific peptidase 18
ENSG00000100170	1.61076930717504	3.28148935290787e-12	SLC5A1	solute carrier family 5 member 1
ENSG00000198743	1.10135543036158	3.44955300899994e-12	SLC5A3	solute carrier family 5 member 3
ENSG00000151929	-1.09772792889126	4.3731718503439495e-12	BAG3	BAG cochaperone 3
ENSG00000184922	-1.11744860365949	4.4553513585186694e-12	FMNL1	formin like 1
ENSG00000235142	3.67979835859155	5.20549932534087e-12	LINC02532	long intergenic non-protein coding RNA 2532
ENSG00000185737	2.70767457291337	5.89486027116322e-12	NRG3	neuregulin 3
ENSG00000185630	1.17000221262652	6.1021626243045194e-12	PBX1	PBX homeobox 1
ENSG00000249992	-2.16891957873425	6.21186173444756e-12	TMEM158	transmembrane protein 158
ENSG00000115112	-1.53290528818035	6.497822635966779e-12	TFCP2L1	transcription factor CP2 like 1
ENSG00000243156	-1.02123340751193	7.22705018779966e-12	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
ENSG00000229155	2.0132662383297	7.35322715599385e-12	LINC02038	long intergenic non-protein coding RNA 2038
ENSG00000178075	1.05362896116211	7.37200844996575e-12	GRAMD1C	GRAM domain containing 1C
ENSG00000102287	1.31657470195962	7.553817290320409e-12	GABRE	gamma-aminobutyric acid type A receptor subunit epsilon
ENSG00000116711	1.30386658689001	7.582841685794779e-12	PLA2G4A	phospholipase A2 group IVA
ENSG00000162078	1.74669978196247	8.432599164269279e-12		
ENSG00000205133	1.0635463634322	8.52743115114953e-12	TRIQK	triple QxxK/R motif containing
ENSG00000171992	-1.05538001005841	8.94083355511957e-12	SYNPO	synaptopodin
ENSG00000261371	2.61791216570294	1.04538327633041e-11	PECAM1	platelet and endothelial cell adhesion molecule 1
ENSG00000173706	1.39419311421278	1.1075201162508799e-11	HEG1	heart development protein with EGF like domains 1
ENSG00000198626	-2.72844668884437	1.1643422867677499e-11	RYR2	ryanodine receptor 2
ENSG00000240476	-2.79367731546617	1.2131159054493699e-11	LINC00973	long intergenic non-protein coding RNA 973
ENSG00000243566	1.79577517525138	1.2474122957559198e-11		
ENSG00000184500	1.26248716978709	1.2562589971721398e-11	PROS1	protein S
ENSG00000162543	2.44174362734266	1.2630171716651099e-11	UBXN10	UBX domain protein 10
ENSG00000137968	2.33050271920838	1.51981048391104e-11	SLC44A5	solute carrier family 44 member 5
ENSG00000069535	-2.15786978165341	1.5228277518892398e-11	MAOB	monoamine oxidase B
ENSG00000134321	-1.7690471486887	1.64423588857279e-11	RSAD2	radical S-adenosyl methionine domain containing 2
ENSG00000264230	-2.80691153731816	1.6627673403418798e-11	ANXA8L1	annexin A8 like 1
ENSG00000169245	-2.23738552973695	1.81152553113771e-11	CXCL10	C-X-C motif chemokine ligand 10
ENSG00000115590	-1.21619020930761	1.8754970159120097e-11	IL1R2	interleukin 1 receptor type 2
ENSG00000169851	-1.35816128294123	2.1171418469265598e-11	PCDH7	protocadherin 7
ENSG00000225138	1.61660658077593	2.52529844529492e-11	SLC9A3-AS1	SLC9A3 antisense RNA 1
ENSG00000049089	1.34906557124387	2.6703715726682796e-11	COL9A2	collagen type IX alpha 2 chain
ENSG00000012504	2.68760468544174	3.52265233064988e-11	NR1H4	nuclear receptor subfamily 1 group H member 4
ENSG00000169129	-1.11205616127485	3.62915335865438e-11	AFAP1L2	actin filament associated protein 1 like 2
ENSG00000154529	1.26261996140566	3.74297117729182e-11	CNTNAP3B	contactin associated protein family member 3B
ENSG00000112164	2.785223549104	3.8691834422866293e-11	GLP1R	glucagon like peptide 1 receptor
ENSG00000240583	3.72832408427223	3.9882092799958093e-11	AQP1	aquaporin 1 (Colton blood group)
ENSG00000168952	1.16311556382123	4.3110360171706495e-11	STXBP6	syntaxin binding protein 6
ENSG00000291117	1.09133522101423	4.7544557567613493e-11		
ENSG00000266086	2.27453088428935	5.0698683691496295e-11		
ENSG00000262188	1.53005326864919	6.2573553530332e-11	LINC01978	long intergenic non-protein coding RNA 1978
ENSG00000157111	-1.2244817540455	6.88258018771817e-11	TMEM171	transmembrane protein 171
ENSG00000204219	1.06536872995434	7.099278485015179e-11		
ENSG00000277632	-3.53227249925696	7.940103338881489e-11		
ENSG00000166394	-1.4207772910686	8.122461664191159e-11	CYB5R2	cytochrome b5 reductase 2
ENSG00000231389	3.56513301066059	8.419700124379419e-11		
ENSG00000166741	2.58337814748688	8.78123673071702e-11	NNMT	nicotinamide N-methyltransferase
ENSG00000114857	1.01921796558928	9.2229693745754e-11	NKTR	natural killer cell triggering receptor
ENSG00000108176	1.3552138334927	9.391741900119839e-11	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
ENSG00000102271	-5.70978215889812	9.709169139961159e-11	KLHL4	kelch like family member 4
ENSG00000115594	1.11711847257025	1.07464152747925e-10	IL1R1	interleukin 1 receptor type 1
ENSG00000172164	1.00903331247014	1.1497734726463501e-10	SNTB1	syntrophin beta 1
ENSG00000119522	-1.11006585661217	1.15160126746627e-10	DENND1A	DENN domain containing 1A
ENSG00000118503	-2.41997994463911	1.41194369861154e-10	TNFAIP3	TNF alpha induced protein 3
ENSG00000015520	2.46184451617732	1.5320701214448e-10	NPC1L1	NPC1 like intracellular cholesterol transporter 1
ENSG00000185829	1.05476558995207	1.60173637326326e-10	ARL17A	ADP ribosylation factor like GTPase 17A
ENSG00000120708	-1.15486312419877	1.73141086747486e-10	TGFBI	transforming growth factor beta induced
ENSG00000110427	-1.4408652858161	1.94116296175436e-10	KIAA1549L	KIAA1549 like
ENSG00000171747	1.3509354147146	2.06052247239185e-10		
ENSG00000276085	-4.9410294710013	2.06581217153163e-10		
ENSG00000176155	1.42643514000696	2.06598003244909e-10	CCDC57	coiled-coil domain containing 57
ENSG00000139926	-1.70899407274539	2.2207441593791602e-10	FRMD6	FERM domain containing 6
ENSG00000182326	1.92283894993237	2.32731518495916e-10	C1S	complement C1s
ENSG00000178922	-1.41409356565167	2.83364304701787e-10	HYI	hydroxypyruvate isomerase (putative)
ENSG00000164400	-2.79555878091575	2.89950812843692e-10	CSF2	colony stimulating factor 2
ENSG00000128274	-1.62123968675316	3.47778099248699e-10	A4GALT	alpha 1,4-galactosyltransferase (P blood group)
ENSG00000197191	-1.66891334949424	3.4950934160720203e-10	CYSRT1	cysteine rich tail 1
ENSG00000213190	-1.32884118991246	3.5841319190884603e-10	MLLT11	MLLT11 transcription factor 7 cofactor
ENSG00000173559	-1.03934714209474	3.77825890385911e-10	NABP1	nucleic acid binding protein 1
ENSG00000114541	1.47606199067086	3.9083082841707803e-10	FRMD4B	FERM domain containing 4B
ENSG00000175066	1.08951003338748	3.93369684938674e-10	GK5	glycerol kinase 5
ENSG00000291068	1.58128008502923	4.06376656325133e-10		
ENSG00000175591	-1.68835941169596	4.656753940221961e-10	P2RY2	purinergic receptor P2Y2
ENSG00000025708	-1.05784008965192	4.98148380279126e-10	TYMP	thymidine phosphorylase
ENSG00000159388	1.28269327399281	5.27022768274398e-10	BTG2	BTG anti-proliferation factor 2
ENSG00000254290	2.75184414822556	5.40525320141129e-10		
ENSG00000137766	-6.40758801966484	5.50668561915676e-10	UNC13C	unc-13 homolog C
ENSG00000140968	1.54869908735035	5.74342595163627e-10	IRF8	interferon regulatory factor 8
ENSG00000130589	-1.04724389847724	5.74838865160594e-10	HELZ2	helicase with zinc finger 2
ENSG00000211445	-1.23138821273551	6.541799939051691e-10	GPX3	glutathione peroxidase 3
ENSG00000122547	-1.14566621544188	7.27027244946655e-10	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1
ENSG00000065054	-1.00894162758894	7.64316857916588e-10	NHERF2	NHERF family PDZ scaffold protein 2
ENSG00000127080	-1.19821243587985	7.88500007510506e-10	IPPK	inositol-pentakisphosphate 2-kinase
ENSG00000273760	-1.38291838810689	8.569174269639e-10		
ENSG00000268104	2.94498811699994	8.72864437164149e-10	SLC6A14	solute carrier family 6 member 14
ENSG00000151276	1.19471203594751	8.9216938549244e-10	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
ENSG00000151224	2.89540526096885	9.03990325399903e-10	MAT1A	methionine adenosyltransferase 1A
ENSG00000068078	2.42660228717607	1.0242815793564102e-09	FGFR3	fibroblast growth factor receptor 3
ENSG00000130821	-1.9274654683905	1.1921137873998902e-09	SLC6A8	solute carrier family 6 member 8
ENSG00000151136	-2.02344303677296	1.21447872075287e-09	ABTB3	ankyrin repeat and BTB domain containing 3
ENSG00000137747	1.19203864669469	1.2513361754498801e-09	TMPRSS13	transmembrane serine protease 13
ENSG00000102038	1.02052855327891	1.2587298817314902e-09	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
ENSG00000159618	-1.24257188261666	1.4827412206224501e-09	ADGRG5	adhesion G protein-coupled receptor G5
ENSG00000090382	1.68529452928708	1.48927170956322e-09	LYZ	lysozyme
ENSG00000143507	-1.83540863069334	1.66211255262282e-09	DUSP10	dual specificity phosphatase 10
ENSG00000135925	-1.35024017718555	2.06871192090768e-09	WNT10A	Wnt family member 10A
ENSG00000121743	-1.55034914319051	2.2194516771101e-09	GJA3	gap junction protein alpha 3
ENSG00000077274	4.6940488453652	2.2438148938891902e-09	CAPN6	calpain 6
ENSG00000170915	1.00634973272709	2.2438148938891902e-09	PAQR8	progestin and adipoQ receptor family member 8
ENSG00000100968	1.32291013041298	2.3227352475025e-09		
ENSG00000082014	1.05778701993406	2.4407224358286104e-09	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
ENSG00000168016	-1.45508459551305	2.5531229672678404e-09	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1
ENSG00000157353	1.00054324458618	2.79170823212682e-09	FCSK	fucose kinase
ENSG00000116106	-1.73030504942631	2.8345854941522e-09	EPHA4	EPH receptor A4
ENSG00000198502	3.70549302954544	3.3598071649099104e-09	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
ENSG00000198064	1.36222468875112	3.3720109105914304e-09	NPIPB13	nuclear pore complex interacting protein family, member B13
ENSG00000167552	-1.73313777108512	3.6773356313079403e-09	TUBA1A	tubulin alpha 1a
ENSG00000138696	1.97201932547086	3.91101740409462e-09	BMPR1B	bone morphogenetic protein receptor type 1B
ENSG00000137752	3.15670655239717	4.2219050842077705e-09	CASP1	caspase 1
ENSG00000138678	-1.63194446101342	4.36718330795522e-09	GPAT3	glycerol-3-phosphate acyltransferase 3
ENSG00000227403	1.2919320417525	4.751732698642751e-09	LINC01806	long intergenic non-protein coding RNA 1806
ENSG00000170345	2.51905467730368	4.99484996890247e-09	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
ENSG00000130304	1.04673909338051	5.25156862923621e-09	SLC27A1	solute carrier family 27 member 1
ENSG00000074047	-1.52524222747946	5.32176194844392e-09	GLI2	GLI family zinc finger 2
ENSG00000137801	-1.28973542332589	5.738849963043441e-09	THBS1	thrombospondin 1
ENSG00000181085	2.28003848283603	5.8318350175743e-09	MAPK15	mitogen-activated protein kinase 15
ENSG00000152953	3.25449163278852	6.273873909721221e-09	STK32B	serine/threonine kinase 32B
ENSG00000172159	-2.01198249549013	6.3393945270071705e-09	FRMD3	FERM domain containing 3
ENSG00000104371	1.60478668356241	6.9570319624905705e-09	DKK4	dickkopf WNT signaling pathway inhibitor 4
ENSG00000166106	-2.34105672366789	6.97656957073727e-09	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
ENSG00000135541	1.1400476112534	7.1703350126475104e-09	AHI1	Abelson helper integration site 1
ENSG00000166073	-1.05787423794513	7.2074838708506904e-09	GPR176	G protein-coupled receptor 176
ENSG00000204410	1.33112499849885	7.422300077675641e-09	MSH5	mutS homolog 5
ENSG00000204516	-1.1471201207927	7.575937208479191e-09	MICB	MHC class I polypeptide-related sequence B
ENSG00000163734	-1.26096398558235	7.628418271500011e-09	CXCL3	C-X-C motif chemokine ligand 3
ENSG00000108622	-1.0825530239419	7.70176296784857e-09	ICAM2	intercellular adhesion molecule 2
ENSG00000129007	1.15487755807766	8.1121733486407e-09	CALML4	calmodulin like 4
ENSG00000173805	-1.52160131753681	9.52210010605336e-09	HAP1	huntingtin associated protein 1
ENSG00000163644	-1.34405848210995	1.00450818350344e-08	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
ENSG00000100311	-2.81550242032598	1.01070066149991e-08	PDGFB	platelet derived growth factor subunit B
ENSG00000134533	1.57286953134705	1.0944896899286e-08	RERG	RAS like estrogen regulated growth inhibitor
ENSG00000160563	-1.05378147778201	1.12690350531776e-08	MED27	mediator complex subunit 27
ENSG00000113361	-3.58422893211656	1.13178430796422e-08	CDH6	cadherin 6
ENSG00000153930	1.80643006669584	1.32789295365937e-08	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
ENSG00000205609	1.61652567945636	1.38374799279471e-08	EIF3CL	eukaryotic translation initiation factor 3 subunit C like
ENSG00000139679	2.10894161129236	1.53013832542195e-08	LPAR6	lysophosphatidic acid receptor 6
ENSG00000057704	-1.90836951936941	1.55219819701212e-08	TMCC3	transmembrane and coiled-coil domain family 3
ENSG00000145685	-1.24499082593338	1.64750429814471e-08	LHFPL2	LHFPL tetraspan subfamily member 2
ENSG00000134668	-1.29196995666441	1.68051831336705e-08	SPOCD1	SPOC domain containing 1
ENSG00000163075	3.67301875516106	1.73867993304334e-08	CFAP221	cilia and flagella associated protein 221
ENSG00000123689	-1.91206914704476	1.74910264539031e-08	G0S2	G0/G1 switch 2
ENSG00000171877	-1.16751548899281	1.78442956324774e-08	FRMD5	FERM domain containing 5
ENSG00000239713	5.01276507729486	1.8905060177212e-08	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
ENSG00000128805	-1.80248311982824	1.97137781996527e-08	ARHGAP22	Rho GTPase activating protein 22
ENSG00000163629	2.52220843683503	1.99830329609382e-08	PTPN13	protein tyrosine phosphatase non-receptor type 13
ENSG00000184956	3.4701002607207	1.99830329609382e-08		
ENSG00000110944	-1.81958717898144	2.02068345713655e-08	IL23A	interleukin 23 subunit alpha
ENSG00000119403	-1.04098403055248	2.03038014771241e-08	PHF19	PHD finger protein 19
ENSG00000256671	1.73011796163604	2.08301267257498e-08	LIMS4	LIM zinc finger domain containing 4
ENSG00000124215	1.92376286935241	2.17993185259339e-08	CDH26	cadherin 26
ENSG00000275896	-1.43514611141142	2.41932035710658e-08		
ENSG00000280165	1.61243246790378	2.47185390028993e-08	PCDH20	protocadherin 20
ENSG00000167080	-4.47703761775795	2.55757408634832e-08	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2
ENSG00000205560	1.34826384760685	2.63837075215128e-08	CPT1B	carnitine palmitoyltransferase 1B
ENSG00000140044	1.20602094958099	2.67199427232798e-08	JDP2	Jun dimerization protein 2
ENSG00000081041	-1.25325761971278	2.7349909410261e-08	CXCL2	C-X-C motif chemokine ligand 2
ENSG00000242574	2.05660373580337	2.80754104983307e-08	HLA-DMB	major histocompatibility complex, class II, DM beta
ENSG00000206337	-1.16937424938002	2.86953846567791e-08		
ENSG00000174501	1.58820176769037	2.88818522484073e-08	ANKRD36C	ankyrin repeat domain 36C
ENSG00000247134	1.52338437376605	3.34607759730401e-08		
ENSG00000114279	5.14367586572316	3.40272580548914e-08	FGF12	fibroblast growth factor 12
ENSG00000290682	1.15959910172609	3.53092689209568e-08	STAG3L5P	STAG3 cohesin complex component like 5, pseudogene
ENSG00000171236	1.08060254411042	3.54778768278478e-08	LRG1	leucine rich alpha-2-glycoprotein 1
ENSG00000159403	1.59367102231468	3.59937093187964e-08		
ENSG00000168301	1.3617570529119	4.18645305210827e-08	KCTD6	potassium channel tetramerization domain containing 6
ENSG00000272636	-2.33161563365747	4.23661043348915e-08		
ENSG00000165309	3.20566519722956	4.67009716542713e-08	ARMC3	armadillo repeat containing 3
ENSG00000139354	1.11017082044567	4.7209721605669e-08	GAS2L3	growth arrest specific 2 like 3
ENSG00000131470	-1.17770476078028	5.13817297582367e-08	PSMC3IP	PSMC3 interacting protein
ENSG00000196247	1.01366110687124	5.95798928119447e-08	ZNF107	zinc finger protein 107
ENSG00000290993	1.75977259164681	5.96494915368409e-08		
ENSG00000039139	-1.02665959151038	6.02771815714041e-08	DNAH5	dynein axonemal heavy chain 5
ENSG00000257621	1.05921771048478	6.04517591554458e-08	PSMA3-AS1	PSMA3 antisense RNA 1
ENSG00000143816	-1.89901635742735	6.65345300428612e-08	WNT9A	Wnt family member 9A
ENSG00000137267	-1.21542380324426	6.77175873781766e-08	TUBB2A	tubulin beta 2A class IIa
ENSG00000166250	-1.5886221362743	6.89924022713376e-08	CLMP	CXADR like membrane protein
ENSG00000134013	-3.79794894939805	6.92375473508831e-08	LOXL2	lysyl oxidase like 2
ENSG00000185513	1.23649107662761	6.96797954435527e-08	L3MBTL1	L3MBTL histone methyl-lysine binding protein 1
ENSG00000277639	1.98130531620544	7.38410748424238e-08	CHD9NB	CHD9 neighbor
ENSG00000155265	-1.16603947910088	7.40023010891614e-08	GOLGA7B	golgin A7 family member B
ENSG00000171522	-1.89923565027315	8.03774004862882e-08	PTGER4	prostaglandin E receptor 4
ENSG00000159231	-2.05647241876443	8.06276919328982e-08	CBR3	carbonyl reductase 3
ENSG00000114670	1.60730731254746	8.17184451504794e-08	NEK11	NIMA related kinase 11
ENSG00000146950	-1.0398556412591	9.64126181590951e-08	SHROOM2	shroom family member 2
ENSG00000179082	3.35754951097165	9.73546140199619e-08	LINC02913	long intergenic non-protein coding RNA 2913
ENSG00000074181	1.0430418893814	9.98161392044071e-08	NOTCH3	notch receptor 3
ENSG00000113327	-1.60638396807062	1.02992674628089e-07	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2
ENSG00000183840	-1.05214234735958	1.03262584295264e-07	GPR39	G protein-coupled receptor 39
ENSG00000148841	-1.34426510685561	1.04898736259976e-07	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein
ENSG00000165338	1.34877620291652	1.05999074172472e-07	HECTD2	HECT domain E3 ubiquitin protein ligase 2
ENSG00000241322	-1.96663505208349	1.1685962966998e-07	FBXW10B	F-box and WD repeat domain containing 10B
ENSG00000157765	5.08075102802237	1.26643872264793e-07	SLC34A2	solute carrier family 34 member 2
ENSG00000164741	-2.51141471232462	1.3326764456648e-07		
ENSG00000276116	-2.05668693294132	1.33816599143265e-07	FUT8-AS1	FUT8 antisense RNA 1
ENSG00000253552	1.18769864563405	1.42510833521408e-07	HOXA-AS2	HOXA cluster antisense RNA 2
ENSG00000169903	2.71712201273381	1.51609623535218e-07	TM4SF4	transmembrane 4 L six family member 4
ENSG00000127249	3.28917573048572	1.54662883587396e-07	ATP13A4	ATPase 13A4
ENSG00000179361	-1.33780849569549	1.5585582354982e-07	ARID3B	AT-rich interaction domain 3B
ENSG00000197863	1.82166497089191	1.74146743117003e-07	ZNF790	zinc finger protein 790
ENSG00000114841	1.56659889600678	1.74555112117418e-07	DNAH1	dynein axonemal heavy chain 1
ENSG00000073910	1.19490795518123	1.8073557009869e-07	FRY	FRY microtubule binding protein
ENSG00000103494	1.14468778601144	2.41388197296625e-07	RPGRIP1L	RPGRIP1 like
ENSG00000139209	1.13692915023674	2.41478290845073e-07	SLC38A4	solute carrier family 38 member 4
ENSG00000001626	2.64949172048076	2.4721376112742e-07	CFTR	CF transmembrane conductance regulator
