	log2FoldChange	padj	external_gene_name	Description
ENSG00000100867	-1.37334651471763	5.3882491043451404e-21	DHRS2	dehydrogenase/reductase 2
ENSG00000056558	-2.35752317937215	5.8266730702947705e-21	TRAF1	TNF receptor associated factor 1
ENSG00000187231	1.25444228996379	6.12556549451778e-21	SESTD1	SEC14 and spectrin domain containing 1
ENSG00000135472	8.20626538172455	1.0277412277139e-20	FAIM2	Fas apoptotic inhibitory molecule 2
ENSG00000116661	1.32212898802647	1.06221469520696e-20	FBXO2	F-box protein 2
ENSG00000002587	-1.52603730465377	1.08063175386776e-20	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
ENSG00000168350	2.05658767113217	1.13269365274475e-20	DEGS2	delta 4-desaturase, sphingolipid 2
ENSG00000185483	-1.66667533199263	1.7076769540159702e-20	ROR1	receptor tyrosine kinase like orphan receptor 1
ENSG00000231826	6.81684727509306	1.81680840817948e-20	LINC01819	long intergenic non-protein coding RNA 1819
ENSG00000196924	-1.17723504951178	2.2645797106891402e-20	FLNA	filamin A
ENSG00000100532	1.23314243308683	2.35148189565196e-20	CGRRF1	cell growth regulator with ring finger domain 1
ENSG00000144824	-1.43587186209474	2.4632551591339202e-20	PHLDB2	pleckstrin homology like domain family B member 2
ENSG00000033100	-1.01113714428663	2.63330601276016e-20	CHPF2	chondroitin polymerizing factor 2
ENSG00000110218	-1.07786971543171	2.63543916430577e-20	PANX1	pannexin 1
ENSG00000110002	-2.40323989113149	2.65478527250658e-20	VWA5A	von Willebrand factor A domain containing 5A
ENSG00000112299	-1.20647506928602	2.6639247481515602e-20	VNN1	vanin 1
ENSG00000175066	1.41233446867717	2.77748414858152e-20	GK5	glycerol kinase 5
ENSG00000071242	-1.67779603584816	3.02632849238114e-20	RPS6KA2	ribosomal protein S6 kinase A2
ENSG00000124762	-1.33634208972588	3.14849820263789e-20	CDKN1A	cyclin dependent kinase inhibitor 1A
ENSG00000128268	-1.12291619457965	3.92221753284613e-20	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
ENSG00000143061	-1.3779860028292	4.1003879144973004e-20	IGSF3	immunoglobulin superfamily member 3
ENSG00000090382	2.73526608184548	5.42800823423761e-20	LYZ	lysozyme
ENSG00000161682	2.27068678047177	6.75512550976709e-20	FAM171A2	family with sequence similarity 171 member A2
ENSG00000148426	-1.23509068972679	7.20008260963875e-20	PROSER2	proline and serine rich 2
ENSG00000005108	-2.21079422277085	7.91797605512678e-20	THSD7A	thrombospondin type 1 domain containing 7A
ENSG00000155561	-1.07635276017929	8.36487370398716e-20	NUP205	nucleoporin 205
ENSG00000137331	1.20169214060071	9.75364348363312e-20		
ENSG00000008517	-1.15831739988394	1.03354966403497e-19	IL32	interleukin 32
ENSG00000169860	1.56894791929869	1.20633551213205e-19	P2RY1	purinergic receptor P2Y1
ENSG00000130475	-2.0923601632867	1.22929686681194e-19	FCHO1	FCH and mu domain containing endocytic adaptor 1
ENSG00000070882	-1.21068404130333	1.23480462772192e-19	OSBPL3	oxysterol binding protein like 3
ENSG00000108821	1.39712581510785	1.24595845268949e-19	COL1A1	collagen type I alpha 1 chain
ENSG00000169715	-1.73558473666787	1.28547911232061e-19	MT1E	metallothionein 1E
ENSG00000120708	-2.10244263475431	1.56000760419985e-19	TGFBI	transforming growth factor beta induced
ENSG00000143641	-1.046857192663	1.56000760419985e-19	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
ENSG00000197548	-1.94007501594833	1.56000760419985e-19	ATG7	autophagy related 7
ENSG00000172340	1.08971973803501	1.6812937418773999e-19	SUCLG2	succinate-CoA ligase GDP-forming subunit beta
ENSG00000111885	1.62010023850596	2.2245910496771403e-19	MAN1A1	mannosidase alpha class 1A member 1
ENSG00000144821	-4.30737710402956	2.7567951329953903e-19	MYH15	myosin heavy chain 15
ENSG00000164056	1.26629724994458	3.36753631258137e-19	SPRY1	sprouty RTK signaling antagonist 1
ENSG00000145526	-7.08475213368841	3.3923606822511503e-19	CDH18	cadherin 18
ENSG00000143507	-2.43918024384208	3.77708813646802e-19	DUSP10	dual specificity phosphatase 10
ENSG00000163961	1.04096018359106	3.81140230901182e-19	RNF168	ring finger protein 168
ENSG00000111817	-2.87280116014795	3.8610341369308e-19	DSE	dermatan sulfate epimerase
ENSG00000120697	1.10536861385106	3.8792705961815303e-19	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase
ENSG00000196154	1.05099178931065	3.932966270857e-19	S100A4	S100 calcium binding protein A4
ENSG00000124145	-1.33872116216171	4.14112235364514e-19	SDC4	syndecan 4
ENSG00000162878	2.86554795662849	4.14112235364514e-19	PKDCC	protein kinase domain containing, cytoplasmic
ENSG00000178053	1.13592726706911	4.14896169206106e-19	MLF1	myeloid leukemia factor 1
ENSG00000198756	1.66768071868697	4.16395034566166e-19	COLGALT2	collagen beta(1-O)galactosyltransferase 2
ENSG00000137440	-1.67973004432409	4.1758030973441403e-19	FGFBP1	fibroblast growth factor binding protein 1
ENSG00000072786	-1.16539264584546	5.19389705126472e-19	STK10	serine/threonine kinase 10
ENSG00000188064	-1.27279678212266	5.6649347053408e-19	WNT7B	Wnt family member 7B
ENSG00000168394	-1.05401612398497	5.818276063339591e-19		
ENSG00000009765	5.29306462906524	5.958208853087771e-19	IYD	iodotyrosine deiodinase
ENSG00000000457	1.48261495657289	6.150282741193311e-19	SCYL3	SCY1 like pseudokinase 3
ENSG00000157111	-1.7166377205859	6.25887538194953e-19	TMEM171	transmembrane protein 171
ENSG00000118785	4.54111833632452	6.37068387873988e-19	SPP1	secreted phosphoprotein 1
ENSG00000153294	-2.73193893143862	6.37068387873988e-19	ADGRF4	adhesion G protein-coupled receptor F4
ENSG00000144741	1.36466880172295	6.39087919079835e-19		
ENSG00000180787	-4.1456837077615	9.21842776502347e-19	ZFP3	ZFP3 zinc finger protein
ENSG00000246705	1.08438723723789	9.438664063044061e-19	H2AJ	H2A.J histone
ENSG00000166347	1.14795207514695	9.4432590102029e-19	CYB5A	cytochrome b5 type A
ENSG00000137266	1.46797217742765	1.12269675928229e-18	SLC22A23	solute carrier family 22 member 23
ENSG00000131981	1.09959705820827	1.14746125354226e-18	LGALS3	galectin 3
ENSG00000129518	1.1438483368504	1.85177621355393e-18	EAPP	E2F associated phosphoprotein
ENSG00000105971	-1.24262445764901	1.8922825106141697e-18	CAV2	caveolin 2
ENSG00000104783	1.43718872118054	3.35311707563372e-18	KCNN4	potassium calcium-activated channel subfamily N member 4
ENSG00000092208	1.28702949293574	3.77136534305935e-18	GEMIN2	gem nuclear organelle associated protein 2
ENSG00000175592	-1.75574296203588	3.77794835710311e-18	FOSL1	FOS like 1, AP-1 transcription factor subunit
ENSG00000241635	1.17483475532569	4.0543571408487496e-18	UGT1A1	UDP glucuronosyltransferase family 1 member A1
ENSG00000160326	-1.16067118353341	4.0824027559594895e-18		
ENSG00000148297	-1.04787078953332	4.48135249895631e-18		
ENSG00000167323	-1.51561517387714	4.50246469212885e-18	STIM1	stromal interaction molecule 1
ENSG00000177144	1.45328606515462	5.87938841823375e-18	NUDT4B	nudix hydrolase 4B
ENSG00000163171	-1.03249203538073	6.3853780216688395e-18	CDC42EP3	CDC42 effector protein 3
ENSG00000108511	-1.00485576347664	6.833095292401901e-18	HOXB6	homeobox B6
ENSG00000063660	-1.0346043123888	8.08899740871033e-18	GPC1	glypican 1
ENSG00000172478	-1.50565922881464	8.690695704477259e-18	MAB21L4	mab-21 like 4
ENSG00000205981	1.01621141831889	8.690695704477259e-18	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
ENSG00000105738	-1.01892662048152	1.27035583999182e-17	SIPA1L3	signal induced proliferation associated 1 like 3
ENSG00000137876	1.03677774355127	1.33614836393573e-17	RSL24D1	ribosomal L24 domain containing 1
ENSG00000197408	1.11056512524404	1.34333557620217e-17	CYP2B6	cytochrome P450 family 2 subfamily B member 6
ENSG00000101846	-1.15566643375698	1.36984571136964e-17	STS	steroid sulfatase
ENSG00000156869	1.33692861252832	1.4754453859421302e-17	FRRS1	ferric chelate reductase 1
ENSG00000170477	7.48510349685547	1.5670244367412702e-17	KRT4	keratin 4
ENSG00000167617	1.05133950204025	1.73843428008608e-17		
ENSG00000204899	1.05136478925706	2.1680647256149e-17	MZT1	mitotic spindle organizing protein 1
ENSG00000163131	-1.32022875577985	2.43558373742451e-17	CTSS	cathepsin S
ENSG00000288701	-1.10096911748261	2.43558373742451e-17	PRRC2B	proline rich coiled-coil 2B
ENSG00000173926	2.31871405058106	2.92700666272012e-17	MARCHF3	membrane associated ring-CH-type finger 3
ENSG00000136999	-1.71321286060831	3.46289698109687e-17	CCN3	cellular communication network factor 3
ENSG00000111802	1.12266179221191	5.28940403359543e-17	TDP2	tyrosyl-DNA phosphodiesterase 2
ENSG00000163501	1.93950317947259	5.4215494246979104e-17	IHH	Indian hedgehog signaling molecule
ENSG00000183287	-3.01003562939551	5.46768691483205e-17	CCBE1	collagen and calcium binding EGF domains 1
ENSG00000166796	8.28901286966587	6.34133872517435e-17	LDHC	lactate dehydrogenase C
ENSG00000074370	1.15231742235534	1.02737510655935e-16	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
ENSG00000181409	1.14755789757179	1.07950760333006e-16	AATK	apoptosis associated tyrosine kinase
ENSG00000145632	-1.27804173286751	1.18433248122326e-16	PLK2	polo like kinase 2
ENSG00000174502	1.66784145794746	1.21859986571929e-16	SLC26A9	solute carrier family 26 member 9
ENSG00000115380	-3.98199381620045	1.28956724648082e-16	EFEMP1	EGF containing fibulin extracellular matrix protein 1
ENSG00000106348	-1.04470432289226	1.2997390743627299e-16	IMPDH1	inosine monophosphate dehydrogenase 1
ENSG00000099250	-1.08493583331221	1.35215089243735e-16	NRP1	neuropilin 1
ENSG00000152766	-1.21534048231917	1.40348037971902e-16	ANKRD22	ankyrin repeat domain 22
ENSG00000276023	-1.17301272167271	1.4664698643631199e-16	DUSP14	dual specificity phosphatase 14
ENSG00000109472	1.77804847990289	1.65902803396302e-16	CPE	carboxypeptidase E
ENSG00000171227	2.12819187996926	1.69322864185923e-16	TMEM37	transmembrane protein 37
ENSG00000197406	1.79592129611721	1.69777579686763e-16	DIO3	iodothyronine deiodinase 3
ENSG00000101670	-1.15006668159357	1.83238954174723e-16	LIPG	lipase G, endothelial type
ENSG00000163964	1.01751825366591	2.02017874370048e-16	PIGX	phosphatidylinositol glycan anchor biosynthesis class X
ENSG00000144452	-2.16795269235805	2.31693456273333e-16	ABCA12	ATP binding cassette subfamily A member 12
ENSG00000184922	-1.21542860063984	2.8240841566861797e-16	FMNL1	formin like 1
ENSG00000163739	-1.53688326263562	3.30624533507846e-16	CXCL1	C-X-C motif chemokine ligand 1
ENSG00000020181	-1.93639691928631	3.60874096042351e-16	ADGRA2	adhesion G protein-coupled receptor A2
ENSG00000265933	-5.29524866132824	3.94655607453011e-16	LINC00668	long intergenic non-protein coding RNA 668
ENSG00000115267	-1.12032925690736	3.95378695382222e-16	IFIH1	interferon induced with helicase C domain 1
ENSG00000130821	-1.92120097591003	4.10496945857242e-16	SLC6A8	solute carrier family 6 member 8
ENSG00000011052	1.45881522398432	4.545232736177e-16	NME1-NME2	NME1-NME2 readthrough
ENSG00000112312	1.08789668805047	4.67608591053544e-16	GMNN	geminin DNA replication inhibitor
ENSG00000019549	-3.24572005069717	5.485212797290109e-16	SNAI2	snail family transcriptional repressor 2
ENSG00000151632	1.07632798579255	6.37458409035332e-16	AKR1C2	aldo-keto reductase family 1 member C2
ENSG00000181649	-1.04759250161818	6.38563148342867e-16		
ENSG00000127191	-1.15324845022755	7.01523942742803e-16	TRAF2	TNF receptor associated factor 2
ENSG00000104856	-1.02768424373517	7.11050900961261e-16	RELB	RELB proto-oncogene, NF-kB subunit
ENSG00000164741	-3.07968019389855	7.93542528877254e-16		
ENSG00000185518	-2.50977022119938	8.05970442757761e-16	SV2B	synaptic vesicle glycoprotein 2B
ENSG00000033050	-1.40174369701165	9.1234893102184e-16	ABCF2	ATP binding cassette subfamily F member 2
ENSG00000160991	-1.25912583723243	9.45054986542404e-16	ORAI2	ORAI calcium release-activated calcium modulator 2
ENSG00000164825	-1.25377588502412	1.17935456604007e-15		
ENSG00000258289	1.07419862012284	1.2022862033245e-15	CHURC1	churchill domain containing 1
ENSG00000128578	-1.77446568402767	1.33640895539465e-15	STRIP2	striatin interacting protein 2
ENSG00000155760	-1.08496386254907	1.3414729767984e-15	FZD7	frizzled class receptor 7
ENSG00000159784	2.75402123800827	1.5551780783779802e-15	FAM131B	family with sequence similarity 131 member B
ENSG00000116574	1.68172360810679	1.7369357532475502e-15		
ENSG00000198743	1.25011879711357	1.77793221851195e-15	SLC5A3	solute carrier family 5 member 3
ENSG00000259132	8.20813873404922	1.9418871846818703e-15		
ENSG00000136237	1.06670004257111	2.0671228142009902e-15	RAPGEF5	Rap guanine nucleotide exchange factor 5
ENSG00000126603	-1.55367458381857	2.1682772171165603e-15		
ENSG00000053254	1.31042801857315	2.74729360377608e-15	FOXN3	forkhead box N3
ENSG00000171130	-1.11856914798718	2.76481354486783e-15	ATP6V0E2	ATPase H+ transporting V0 subunit e2
ENSG00000080573	2.23011998270364	2.8129217682289304e-15	COL5A3	collagen type V alpha 3 chain
ENSG00000132429	-2.40342626255631	3.18058691963105e-15	POPDC3	popeye domain containing 3
ENSG00000175538	1.20614581542899	3.3951237118891104e-15	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3
ENSG00000113361	-5.33419120068444	3.4578955976320404e-15	CDH6	cadherin 6
ENSG00000155093	-1.01869015321017	3.4578955976320404e-15		
ENSG00000131979	1.05959816257689	3.4930033685448403e-15	GCH1	GTP cyclohydrolase 1
ENSG00000130304	1.32318498669294	4.0078372628222806e-15	SLC27A1	solute carrier family 27 member 1
ENSG00000182870	-2.03699037936115	4.2640064212972e-15		
ENSG00000120675	1.18200798991242	4.60128263284717e-15	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
ENSG00000145012	1.05008101404488	4.950350245594581e-15	LPP	LIM domain containing preferred translocation partner in lipoma
ENSG00000179431	-1.61746511311675	6.4316943847220805e-15	FJX1	four-jointed box kinase 1
ENSG00000138646	-1.1909674988716	7.52323558558141e-15	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
ENSG00000148143	-1.69445933161797	7.886928501062391e-15	ZNF462	zinc finger protein 462
ENSG00000101842	5.60750046422441	7.92763493436281e-15	VSIG1	V-set and immunoglobulin domain containing 1
ENSG00000102271	-8.21541534786593	9.08183494468081e-15	KLHL4	kelch like family member 4
ENSG00000077044	-1.13117038400966	9.4242376993351e-15	DGKD	diacylglycerol kinase delta
ENSG00000114248	2.82735009127919	9.87897837527611e-15	LRRC31	leucine rich repeat containing 31
ENSG00000135905	-1.78464218408865	1.18875594051854e-14	DOCK10	dedicator of cytokinesis 10
ENSG00000166816	1.96990924806313	1.19005558744154e-14	LDHD	lactate dehydrogenase D
ENSG00000187134	2.12244558775818	1.26594894206611e-14	AKR1C1	aldo-keto reductase family 1 member C1
ENSG00000138642	-1.19606080068373	1.28116069721062e-14	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
ENSG00000109511	1.01627902362235	1.3876681561179201e-14	ANXA10	annexin A10
ENSG00000163220	1.65123193067597	1.40799879614595e-14	S100A9	S100 calcium binding protein A9
ENSG00000103742	-2.1915446874445	2.12363417624032e-14	IGDCC4	immunoglobulin superfamily DCC subclass member 4
ENSG00000152804	1.07830412250272	2.12363417624032e-14	HHEX	hematopoietically expressed homeobox
ENSG00000185201	1.68024710277402	2.31061974963741e-14	IFITM2	interferon induced transmembrane protein 2
ENSG00000123689	-2.97209135553321	2.67305202982767e-14	G0S2	G0/G1 switch 2
ENSG00000156931	1.13487718424389	2.68691989038184e-14	VPS8	VPS8 subunit of CORVET complex
ENSG00000180251	4.32253398214179	3.05653920960095e-14	SLC9A4	solute carrier family 9 member A4
ENSG00000169871	-1.29059835587537	3.63792618391016e-14	TRIM56	tripartite motif containing 56
ENSG00000107201	-1.01839748952722	4.1546341730391203e-14	RIGI	RNA sensor RIG-I
ENSG00000133103	1.08855858246276	4.36057669165134e-14	COG6	component of oligomeric golgi complex 6
ENSG00000179562	-1.01862759082321	5.0059682618053805e-14	GCC1	GRIP and coiled-coil domain containing 1
ENSG00000198542	-2.67287866720605	5.49456181093006e-14	ITGBL1	integrin subunit beta like 1
ENSG00000118322	1.03151970398897	5.5819994658188605e-14	ATP10B	ATPase phospholipid transporting 10B (putative)
ENSG00000177614	-1.44622051362937	6.17048527532804e-14	PGBD5	piggyBac transposable element derived 5
ENSG00000137673	-2.68564886353503	6.889352629943891e-14	MMP7	matrix metallopeptidase 7
ENSG00000130303	-3.16666495409621	8.081461435148911e-14	BST2	bone marrow stromal cell antigen 2
ENSG00000179674	1.23924935237391	8.56534338016894e-14	ARL14	ADP ribosylation factor like GTPase 14
ENSG00000214357	-1.34796507995718	1.18317326726076e-13	NEURL1B	neuralized E3 ubiquitin protein ligase 1B
ENSG00000006062	-1.09292086825706	1.28809604190018e-13		
ENSG00000174227	-1.07076469456033	1.40639307877044e-13	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
ENSG00000173559	-1.36696437391785	1.52704872216007e-13	NABP1	nucleic acid binding protein 1
ENSG00000134827	-1.69693763235175	1.70315675782451e-13	TCN1	transcobalamin 1
ENSG00000233237	-1.35423572552614	1.79936428172033e-13	LINC00472	long intergenic non-protein coding RNA 472
ENSG00000119321	-1.20973762687315	1.86985544269755e-13	FKBP15	FKBP prolyl isomerase family member 15
ENSG00000159388	1.49681936291884	2.04924981991768e-13	BTG2	BTG anti-proliferation factor 2
ENSG00000170345	3.19349386082956	2.57311796699661e-13	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
ENSG00000173432	-1.83311004989406	2.60184989474221e-13		
ENSG00000118523	1.09011828122288	2.67310343116163e-13	CCN2	cellular communication network factor 2
ENSG00000116991	1.55799563447053	3.43204530444853e-13	SIPA1L2	signal induced proliferation associated 1 like 2
ENSG00000026751	-3.62962071707884	3.86680341791428e-13	SLAMF7	SLAM family member 7
ENSG00000119403	-1.29410769572656	5.4152257859986e-13	PHF19	PHD finger protein 19
ENSG00000146399	-1.32956766680401	5.72014406932425e-13	TAAR1	trace amine associated receptor 1
ENSG00000197321	-1.15399163968863	6.0445094840799e-13	SVIL	supervillin
ENSG00000066427	1.38197003662887	6.192139067984229e-13	ATXN3	ataxin 3
ENSG00000186832	1.53029675398054	6.84622973923971e-13	KRT16	keratin 16
ENSG00000078401	1.53393574605735	6.88911783304557e-13	EDN1	endothelin 1
ENSG00000176209	1.02815261191819	6.97394414291954e-13	SMIM19	small integral membrane protein 19
ENSG00000160255	-1.06823583693936	7.34623541939326e-13	ITGB2	integrin subunit beta 2
ENSG00000178922	-1.30383028211337	8.30909783627393e-13	HYI	hydroxypyruvate isomerase (putative)
ENSG00000072682	-1.19766360018113	9.31159572868033e-13	P4HA2	prolyl 4-hydroxylase subunit alpha 2
ENSG00000120738	1.03723746073511	9.78980781326309e-13	EGR1	early growth response 1
ENSG00000142871	-1.15012773731854	1.18978717748614e-12	CCN1	cellular communication network factor 1
ENSG00000137868	-1.49571594784147	1.35603036452272e-12		
ENSG00000166833	-1.39614748443674	1.35603036452272e-12	NAV2	neuron navigator 2
ENSG00000110400	-1.15803570755289	1.95082738833378e-12	NECTIN1	nectin cell adhesion molecule 1
ENSG00000163121	-1.58206838798103	2.07776856844431e-12	NEURL3	neuralized E3 ubiquitin protein ligase 3
ENSG00000183655	-1.38226898794662	2.31601913750419e-12	KLHL25	kelch like family member 25
ENSG00000169740	1.45426723745061	2.3786821468663997e-12	ZNF32	zinc finger protein 32
ENSG00000197951	-6.97776857419068	2.87075439133283e-12	ZNF71	zinc finger protein 71
ENSG00000116667	1.9741215013538	2.87709519330844e-12	C1orf21	chromosome 1 open reading frame 21
ENSG00000133805	-1.98924556345389	3.147193746301e-12	AMPD3	adenosine monophosphate deaminase 3
ENSG00000169248	-1.55414365273549	3.2345444279239e-12	CXCL11	C-X-C motif chemokine ligand 11
ENSG00000163803	-2.48574394769201	3.26261603700959e-12	PLB1	phospholipase B1
ENSG00000116106	-2.03321921641047	3.71418126323357e-12	EPHA4	EPH receptor A4
ENSG00000100055	-3.06170418624765	3.72850394484633e-12	CYTH4	cytohesin 4
ENSG00000126814	1.02819161871136	3.7698532217161e-12	TRMT5	tRNA methyltransferase 5
ENSG00000166250	-2.21677453420589	3.91128978533607e-12	CLMP	CXADR like membrane protein
ENSG00000137766	-5.7004774715286	4.08225635793951e-12	UNC13C	unc-13 homolog C
ENSG00000152056	-1.10162118600084	4.58310026455177e-12	AP1S3	adaptor related protein complex 1 subunit sigma 3
ENSG00000115616	1.14895637294849	4.70571276273275e-12	SLC9A2	solute carrier family 9 member A2
ENSG00000196542	2.20118122614655	4.70571276273275e-12	SPTSSB	serine palmitoyltransferase small subunit B
ENSG00000182557	-1.46688089073239	4.73176674727394e-12	SPNS3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)
ENSG00000257594	1.16945843169929	4.9581076517143395e-12	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4
ENSG00000180884	1.3067101063657	5.28442184517674e-12	ZNF792	zinc finger protein 792
ENSG00000167757	1.59455862216939	5.80896297366932e-12	KLK11	kallikrein related peptidase 11
ENSG00000266208	1.0591142861622	6.1027016213961194e-12	GJD3-AS1	GJD3 antisense RNA 1
ENSG00000166920	-1.05345446409363	6.45478633642843e-12	C15orf48	chromosome 15 open reading frame 48
ENSG00000100031	-1.62835130310219	6.6510183193032095e-12	GGT1	gamma-glutamyltransferase 1
ENSG00000184564	7.78099730397505	6.65827593465602e-12	SLITRK6	SLIT and NTRK like family member 6
ENSG00000144583	-4.03773028307875	7.0018160134776995e-12	MARCHF4	membrane associated ring-CH-type finger 4
ENSG00000262246	-1.33861641975752	7.1050314227397795e-12		
ENSG00000169245	-2.14645881885302	7.453974800330589e-12	CXCL10	C-X-C motif chemokine ligand 10
ENSG00000100979	-1.18676908458518	7.46573572749303e-12	PLTP	phospholipid transfer protein
ENSG00000146232	-1.06792334019607	7.50776648225443e-12	NFKBIE	NFKB inhibitor epsilon
ENSG00000175866	-1.08185485700087	7.77086402194876e-12	BAIAP2	BAR/IMD domain containing adaptor protein 2
ENSG00000074219	1.81409584249397	7.81278879643751e-12	TEAD2	TEA domain transcription factor 2
ENSG00000211455	1.03237055040247	8.002408714252499e-12	STK38L	serine/threonine kinase 38 like
ENSG00000277632	-4.40794086661507	8.002408714252499e-12		
ENSG00000138134	-1.11086192764371	8.3914036060377e-12	STAMBPL1	STAM binding protein like 1
ENSG00000115295	-1.09255620588868	8.66553268763097e-12	CLIP4	CAP-Gly domain containing linker protein family member 4
ENSG00000114388	1.16143706861093	8.708588227599199e-12	NPRL2	NPR2 like, GATOR1 complex subunit
ENSG00000096654	1.8654519123223	9.25223777032107e-12	ZNF184	zinc finger protein 184
ENSG00000133985	-1.0076070491619	9.58991579234194e-12	TTC9	tetratricopeptide repeat domain 9
ENSG00000115828	-1.8436531343424	1.19722327335801e-11	QPCT	glutaminyl-peptide cyclotransferase
ENSG00000122490	1.0698812374678	1.2122886596734299e-11	SLC66A2	solute carrier family 66 member 2
ENSG00000175505	-1.9074324203715	1.2318743674430099e-11	CLCF1	cardiotrophin like cytokine factor 1
ENSG00000003096	2.90305514698019	1.34679528521381e-11	KLHL13	kelch like family member 13
ENSG00000143416	1.62671899579864	1.3623387381970099e-11	SELENBP1	selenium binding protein 1
ENSG00000011028	-1.97407994355703	1.4398928170784698e-11	MRC2	mannose receptor C type 2
ENSG00000160223	-1.28005523066572	1.4795893849811002e-11	ICOSLG	inducible T cell costimulator ligand
ENSG00000128039	1.10659267813768	2.01140143775393e-11	SRD5A3	steroid 5 alpha-reductase 3
ENSG00000226887	-2.96102934136743	2.0460696488217298e-11	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope
ENSG00000117009	-5.00101520099003	2.0881839682129298e-11	KMO	kynurenine 3-monooxygenase
ENSG00000231528	-2.55958481897045	2.19165318250381e-11	FAM225A	family with sequence similarity 225 member A
ENSG00000172613	1.01796090277379	2.2629836390298e-11	RAD9A	RAD9 checkpoint clamp component A
ENSG00000167741	2.25074558174212	2.3761666851018897e-11	GGT6	gamma-glutamyltransferase 6
ENSG00000136908	-1.07718093987884	2.5307313207330198e-11	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
ENSG00000168453	1.22305548161639	2.9967891889664497e-11	HR	HR lysine demethylase and nuclear receptor corepressor
ENSG00000258498	1.48925371419861	3.01271517636322e-11	DIO3OS	DIO3 opposite strand upstream RNA
ENSG00000112782	1.47410375174538	3.32454543503181e-11	CLIC5	chloride intracellular channel 5
ENSG00000240184	-3.22143918162095	3.5017115521902196e-11	PCDHGC3	protocadherin gamma subfamily C, 3
ENSG00000127084	-1.2509234842048	3.6357293212297894e-11	FGD3	FYVE, RhoGEF and PH domain containing 3
ENSG00000275395	1.35861450512301	3.8654197440989e-11		
ENSG00000106089	-1.00867121185051	3.9815913276682e-11	STX1A	syntaxin 1A
ENSG00000129480	1.06888574510151	4.0521542688278594e-11	DTD2	D-aminoacyl-tRNA deacylase 2
ENSG00000213145	1.01399241208096	4.1039319051497094e-11	CRIP1	cysteine rich protein 1
ENSG00000105855	-1.124052753312	4.2965647046176294e-11	ITGB8	integrin subunit beta 8
ENSG00000127863	-1.75271261705205	4.3388798322693596e-11	TNFRSF19	TNF receptor superfamily member 19
ENSG00000141542	1.32640071475913	4.546348968010879e-11	RAB40B	RAB40B, member RAS oncogene family
ENSG00000137801	-1.25431250079713	5.223455795723689e-11	THBS1	thrombospondin 1
ENSG00000263429	7.6436696628047	5.90527771756097e-11	TMEM238L	transmembrane protein 238 like
ENSG00000110328	-1.04374484114499	6.082425438276969e-11	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
ENSG00000240857	1.04142886156075	6.52448983230052e-11	RDH14	retinol dehydrogenase 14
ENSG00000179542	-6.19764152423916	8.454779239089489e-11	SLITRK4	SLIT and NTRK like family member 4
ENSG00000115750	1.26839351874585	9.797075645841859e-11	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B
ENSG00000148384	-1.09630609657325	1.04951209986254e-10	INPP5E	inositol polyphosphate-5-phosphatase E
ENSG00000179314	6.94373546367606	1.06068771160789e-10	WSCD1	WSC domain containing 1
ENSG00000125999	1.43057456667625	1.09638069605655e-10	BPIFB1	BPI fold containing family B member 1
ENSG00000168952	1.16570465227164	1.14404600089554e-10	STXBP6	syntaxin binding protein 6
ENSG00000173890	1.01562164926887	1.27098500612136e-10	GPR160	G protein-coupled receptor 160
ENSG00000135925	-1.44816597134905	1.27262419395482e-10	WNT10A	Wnt family member 10A
ENSG00000256053	1.1345690789225	1.28981359505039e-10	COA8	cytochrome c oxidase assembly factor 8
ENSG00000165140	-1.07960219311775	1.30315101808088e-10	FBP1	fructose-bisphosphatase 1
ENSG00000108797	-1.90048904944833	1.33857336844235e-10	CNTNAP1	contactin associated protein 1
ENSG00000269906	1.64797288675946	1.35577657031423e-10		novel transcript, sense intronic to SAV1
ENSG00000189377	5.16768964275379	1.40267182936575e-10	CXCL17	C-X-C motif chemokine ligand 17
ENSG00000167123	-1.01700761575112	1.58507544120993e-10	CERCAM	cerebral endothelial cell adhesion molecule
ENSG00000183840	-1.30341628903722	1.61725973917337e-10	GPR39	G protein-coupled receptor 39
ENSG00000138606	1.94447912869241	1.62760951817659e-10	SHF	Src homology 2 domain containing F
ENSG00000101298	-1.35706991733687	1.75542428911608e-10	SNPH	syntaphilin
