ENSEMBL	Symbol	Description	Biotype
ENSG00000156313	RPGR	retinitis pigmentosa GTPase regulator	protein_coding
ENSG00000167889	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	protein_coding
ENSG00000138696	BMPR1B	bone morphogenetic protein receptor type 1B	protein_coding
ENSG00000119403	PHF19	PHD finger protein 19	protein_coding
ENSG00000041982	TNC	tenascin C	protein_coding
ENSG00000015520	NPC1L1	NPC1 like intracellular cholesterol transporter 1	protein_coding
ENSG00000175311	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	protein_coding
ENSG00000139597	N4BP2L1	NEDD4 binding protein 2 like 1	protein_coding
ENSG00000173559	NABP1	nucleic acid binding protein 1	protein_coding
ENSG00000144821	MYH15	myosin heavy chain 15	protein_coding
ENSG00000137449	CPEB2	cytoplasmic polyadenylation element binding protein 2	protein_coding
ENSG00000197863	ZNF790	zinc finger protein 790	protein_coding
ENSG00000224186	PITX1-AS1	PITX1 antisense RNA 1	lncRNA
ENSG00000251349	MSANTD3-TMEFF1	MSANTD3-TMEFF1 readthrough	protein_coding
ENSG00000291065		novel transcript	lncRNA
ENSG00000116906	GNPAT	glyceronephosphate O-acyltransferase	protein_coding
ENSG00000163364	LINC01116	long intergenic non-protein coding RNA 1116	lncRNA
ENSG00000183696	UPP1	uridine phosphorylase 1	protein_coding
ENSG00000167034	NKX3-1	NK3 homeobox 1	protein_coding
ENSG00000165072	MAMDC2	MAM domain containing 2	protein_coding
ENSG00000188042	ARL4C	ADP ribosylation factor like GTPase 4C	protein_coding
ENSG00000171877	FRMD5	FERM domain containing 5	protein_coding
ENSG00000127080	IPPK	inositol-pentakisphosphate 2-kinase	protein_coding
ENSG00000117069	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	protein_coding
ENSG00000104237	RP1	RP1 axonemal microtubule associated	protein_coding
ENSG00000171522	PTGER4	prostaglandin E receptor 4	protein_coding
ENSG00000114786	ABHD14A-ACY1	ABHD14A-ACY1 readthrough	protein_coding
ENSG00000088726	TMEM40	transmembrane protein 40	protein_coding
ENSG00000135905	DOCK10	dedicator of cytokinesis 10	protein_coding
ENSG00000145779	TNFAIP8	TNF alpha induced protein 8	protein_coding
ENSG00000107957	SH3PXD2A	SH3 and PX domains 2A	protein_coding
ENSG00000053747	LAMA3	laminin subunit alpha 3	protein_coding
ENSG00000146112	PPP1R18	protein phosphatase 1 regulatory subunit 18	protein_coding
ENSG00000241697	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1	protein_coding
ENSG00000164056	SPRY1	sprouty RTK signaling antagonist 1	protein_coding
ENSG00000100867	DHRS2	dehydrogenase/reductase 2	protein_coding
ENSG00000009765	IYD	iodotyrosine deiodinase	protein_coding
ENSG00000167080	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	protein_coding
ENSG00000165757	JCAD	junctional cadherin 5 associated	protein_coding
ENSG00000059804	SLC2A3	solute carrier family 2 member 3	protein_coding
ENSG00000270607	LEISA1	lncRNA enhancing IL-6/STAT3 signaling activation 1	lncRNA
ENSG00000184792	OSBP2	oxysterol binding protein 2	protein_coding
ENSG00000110848	CD69	CD69 molecule	protein_coding
ENSG00000184845	DRD1	dopamine receptor D1	protein_coding
ENSG00000105088	OLFM2	olfactomedin 2	protein_coding
ENSG00000134240	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	protein_coding
ENSG00000213139	CRYGS	crystallin gamma S	protein_coding
ENSG00000067798	NAV3	neuron navigator 3	protein_coding
ENSG00000272636	DOC2B	double C2 domain beta	protein_coding
ENSG00000140044	JDP2	Jun dimerization protein 2	protein_coding
ENSG00000288927		novel transcript	lncRNA
ENSG00000174502	SLC26A9	solute carrier family 26 member 9	protein_coding
ENSG00000128641	MYO1B	myosin IB	protein_coding
ENSG00000173926	MARCHF3	membrane associated ring-CH-type finger 3	protein_coding
ENSG00000124145	SDC4	syndecan 4	protein_coding
ENSG00000170743	SYT9	synaptotagmin 9	protein_coding
ENSG00000138642	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	protein_coding
ENSG00000135604	STX11	syntaxin 11	protein_coding
ENSG00000114166	KAT2B	lysine acetyltransferase 2B	protein_coding
ENSG00000259498	TPM1-AS	TPM1 antisense RNA	lncRNA
ENSG00000135925	WNT10A	Wnt family member 10A	protein_coding
ENSG00000140465	CYP1A1	cytochrome P450 family 1 subfamily A member 1	protein_coding
ENSG00000277639	CHD9NB	CHD9 neighbor	protein_coding
ENSG00000108984	MAP2K6	mitogen-activated protein kinase kinase 6	protein_coding
ENSG00000166263	STXBP4	syntaxin binding protein 4	protein_coding
ENSG00000108622	ICAM2	intercellular adhesion molecule 2	protein_coding
ENSG00000235280	MCF2L-AS1	MCF2L antisense RNA 1	lncRNA
