ENSEMBL	Symbol	Description	Biotype
ENSG00000138134	STAMBPL1	STAM binding protein like 1	protein_coding
ENSG00000033050	ABCF2	ATP binding cassette subfamily F member 2	protein_coding
ENSG00000181690	PLAG1	PLAG1 zinc finger	protein_coding
ENSG00000138835	RGS3	regulator of G protein signaling 3	protein_coding
ENSG00000203778	FAM229B	family with sequence similarity 229 member B	protein_coding
ENSG00000173598	NUDT4	nudix hydrolase 4	protein_coding
ENSG00000176714	CCDC121	coiled-coil domain containing 121	protein_coding
ENSG00000248323	LUCAT1	lung cancer associated transcript 1	lncRNA
ENSG00000198743	SLC5A3	solute carrier family 5 member 3	protein_coding
ENSG00000286909		novel transcript	lncRNA
ENSG00000276023	DUSP14	dual specificity phosphatase 14	protein_coding
ENSG00000168566	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48	protein_coding
ENSG00000152377	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	protein_coding
ENSG00000171431	KRT20	keratin 20	protein_coding
ENSG00000213468	FIRRE	firre intergenic repeating RNA element	lncRNA
ENSG00000133657	ATP13A3	ATPase 13A3	protein_coding
ENSG00000164088	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M	protein_coding
ENSG00000188037	CLCN1	chloride voltage-gated channel 1	protein_coding
ENSG00000112299	VNN1	vanin 1	protein_coding
ENSG00000169429	CXCL8	C-X-C motif chemokine ligand 8	protein_coding
ENSG00000166589	CDH16	cadherin 16	protein_coding
ENSG00000227375	DLG1-AS1	DLG1 antisense RNA 1	lncRNA
ENSG00000143507	DUSP10	dual specificity phosphatase 10	protein_coding
ENSG00000169242	EFNA1	ephrin A1	protein_coding
ENSG00000260708	TBC1D22A-DT	TBC1D22A divergent transcript	lncRNA
ENSG00000165698	SPACA9	sperm acrosome associated 9	protein_coding
ENSG00000179562	GCC1	GRIP and coiled-coil domain containing 1	protein_coding
ENSG00000117013	KCNQ4	potassium voltage-gated channel subfamily Q member 4	protein_coding
ENSG00000124795	DEK	DEK proto-oncogene	protein_coding
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	protein_coding
ENSG00000143631	FLG	filaggrin	protein_coding
ENSG00000165046	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	protein_coding
ENSG00000135324	MRAP2	melanocortin 2 receptor accessory protein 2	protein_coding
ENSG00000254827	SLC22A18AS	SLC22A18 antisense RNA	lncRNA
ENSG00000134986	NREP	neuronal regeneration related protein	protein_coding
ENSG00000143365	RORC	RAR related orphan receptor C	protein_coding
ENSG00000181773	GPR3	G protein-coupled receptor 3	protein_coding
ENSG00000112312	GMNN	geminin DNA replication inhibitor	protein_coding
ENSG00000139318	DUSP6	dual specificity phosphatase 6	protein_coding
ENSG00000291029	FKBP9P1	FKBP prolyl isomerase 9 pseudogene 1	lncRNA
ENSG00000177103	DSCAML1	DS cell adhesion molecule like 1	protein_coding
ENSG00000180914	OXTR	oxytocin receptor	protein_coding
ENSG00000101400	SNTA1	syntrophin alpha 1	protein_coding
ENSG00000105696	TMEM59L	transmembrane protein 59 like	protein_coding
ENSG00000110195	FOLR1	folate receptor alpha	protein_coding
ENSG00000104290	FZD3	frizzled class receptor 3	protein_coding
ENSG00000152284	TCF7L1	transcription factor 7 like 1	protein_coding
ENSG00000206559	ZCWPW2	zinc finger CW-type and PWWP domain containing 2	protein_coding
ENSG00000163739	CXCL1	C-X-C motif chemokine ligand 1	protein_coding
ENSG00000114388	NPRL2	NPR2 like, GATOR1 complex subunit	protein_coding
ENSG00000169220	RGS14	regulator of G protein signaling 14	protein_coding
ENSG00000066230	SLC9A3	solute carrier family 9 member A3	protein_coding
ENSG00000130487	KLHDC7B	kelch domain containing 7B	protein_coding
ENSG00000149289	ZC3H12C	zinc finger CCCH-type containing 12C	protein_coding
ENSG00000256053	COA8	cytochrome c oxidase assembly factor 8	protein_coding
ENSG00000169994	MYO7B	myosin VIIB	protein_coding
ENSG00000143816	WNT9A	Wnt family member 9A	protein_coding
ENSG00000106327	TFR2	transferrin receptor 2	protein_coding
ENSG00000137941	TTLL7	tubulin tyrosine ligase like 7	protein_coding
ENSG00000078967	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	protein_coding
ENSG00000100478	AP4S1	adaptor related protein complex 4 subunit sigma 1	protein_coding
ENSG00000135318	NT5E	5'-nucleotidase ecto	protein_coding
ENSG00000107736	CDH23	cadherin related 23	protein_coding
ENSG00000249948	GBA3	glucosylceramidase beta 3 (gene/pseudogene)	protein_coding
ENSG00000162989	KCNJ3	potassium inwardly rectifying channel subfamily J member 3	protein_coding
ENSG00000236790	LINC00299	long intergenic non-protein coding RNA 299	lncRNA
ENSG00000158050	DUSP2	dual specificity phosphatase 2	protein_coding
ENSG00000204131	NHSL2	NHS like 2	protein_coding
ENSG00000140464	PML	PML nuclear body scaffold	protein_coding
ENSG00000198910	L1CAM	L1 cell adhesion molecule	protein_coding
ENSG00000077522	ACTN2	actinin alpha 2	protein_coding
ENSG00000288752		novel transcript, antisense to RPL30	lncRNA
ENSG00000100665	SERPINA4	serpin family A member 4	protein_coding
ENSG00000180884	ZNF792	zinc finger protein 792	protein_coding
ENSG00000136867	SLC31A2	solute carrier family 31 member 2	protein_coding
ENSG00000120337	TNFSF18	TNF superfamily member 18	protein_coding
ENSG00000152229	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	protein_coding
ENSG00000112531	QKI	QKI, KH domain containing RNA binding	protein_coding
ENSG00000198626	RYR2	ryanodine receptor 2	protein_coding
ENSG00000124479	NDP	norrin cystine knot growth factor NDP	protein_coding
ENSG00000272549	LINC02538	long intergenic non-protein coding RNA 2538	lncRNA
ENSG00000104856	RELB	RELB proto-oncogene, NF-kB subunit	protein_coding
ENSG00000249992	TMEM158	transmembrane protein 158	protein_coding
ENSG00000139946	PELI2	pellino E3 ubiquitin protein ligase family member 2	protein_coding
ENSG00000157654	PALM2AKAP2	PALM2 and AKAP2 fusion	protein_coding
ENSG00000130226	DPP6	dipeptidyl peptidase like 6	protein_coding
ENSG00000133069	TMCC2	transmembrane and coiled-coil domain family 2	protein_coding
ENSG00000186409	CCDC30	coiled-coil domain containing 30	protein_coding
ENSG00000076641	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	protein_coding
ENSG00000198682	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein_coding
ENSG00000267221	C17orf113	chromosome 17 open reading frame 113	protein_coding
ENSG00000053524	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	protein_coding
ENSG00000291112		novel transcript	lncRNA
ENSG00000175538	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3	protein_coding
ENSG00000172159	FRMD3	FERM domain containing 3	protein_coding
ENSG00000138606	SHF	Src homology 2 domain containing F	protein_coding
ENSG00000289866		novel transcript	lncRNA
ENSG00000163171	CDC42EP3	CDC42 effector protein 3	protein_coding
ENSG00000162009	SSTR5	somatostatin receptor 5	protein_coding
ENSG00000258064		novel protein	protein_coding
ENSG00000086696	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	protein_coding
ENSG00000151332	MBIP	MAP3K12 binding inhibitory protein 1	protein_coding
ENSG00000143355	LHX9	LIM homeobox 9	protein_coding
ENSG00000247092	SNHG10	small nucleolar RNA host gene 10	lncRNA
ENSG00000166866	MYO1A	myosin IA	protein_coding
ENSG00000175745	NR2F1	nuclear receptor subfamily 2 group F member 1	protein_coding
ENSG00000142871	CCN1	cellular communication network factor 1	protein_coding
ENSG00000146950	SHROOM2	shroom family member 2	protein_coding
ENSG00000170017	ALCAM	activated leukocyte cell adhesion molecule	protein_coding
ENSG00000289275		novel transcript	lncRNA
ENSG00000092978	GPATCH2	G-patch domain containing 2	protein_coding
ENSG00000113838	TBCCD1	TBCC domain containing 1	protein_coding
ENSG00000156966	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	protein_coding
ENSG00000139508	SLC46A3	solute carrier family 46 member 3	protein_coding
ENSG00000167614	TTYH1	tweety family member 1	protein_coding
ENSG00000203697	CAPN8	calpain 8	protein_coding
ENSG00000157502	PWWP3B	PWWP domain containing 3B	protein_coding
ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3 like 1	protein_coding
ENSG00000124508	BTN2A2	butyrophilin subfamily 2 member A2	protein_coding
ENSG00000158321	AUTS2	activator of transcription and developmental regulator AUTS2	protein_coding
ENSG00000099260	PALMD	palmdelphin	protein_coding
ENSG00000143753	DEGS1	delta 4-desaturase, sphingolipid 1	protein_coding
ENSG00000234602	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	protein_coding
ENSG00000214274	ANG	angiogenin	protein_coding
ENSG00000134744	TUT4	terminal uridylyl transferase 4	protein_coding
ENSG00000164761	TNFRSF11B	TNF receptor superfamily member 11b	protein_coding
ENSG00000091262	ABCC6	ATP binding cassette subfamily C member 6	protein_coding
ENSG00000157111	TMEM171	transmembrane protein 171	protein_coding
ENSG00000258818	RNASE4	ribonuclease A family member 4	protein_coding
ENSG00000197321	SVIL	supervillin	protein_coding
ENSG00000105939	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	protein_coding
ENSG00000223547	ZNF844	zinc finger protein 844	protein_coding
ENSG00000110031	LPXN	leupaxin	protein_coding
ENSG00000147168	IL2RG	interleukin 2 receptor subunit gamma	protein_coding
ENSG00000008517	IL32	interleukin 32	protein_coding
ENSG00000167619	TMEM145	transmembrane protein 145	protein_coding
ENSG00000223947		novel transcript	lncRNA
ENSG00000226250	LINC00408	long intergenic non-protein coding RNA 408	lncRNA
ENSG00000146592	CREB5	cAMP responsive element binding protein 5	protein_coding
ENSG00000134013	LOXL2	lysyl oxidase like 2	protein_coding
ENSG00000264058		novel transcript	protein_coding
ENSG00000126814	TRMT5	tRNA methyltransferase 5	protein_coding
ENSG00000177383	MAGEF1	MAGE family member F1	protein_coding
ENSG00000285533	RELA-DT	RELA divergent transcript	lncRNA
ENSG00000229155	LINC02038	long intergenic non-protein coding RNA 2038	lncRNA
ENSG00000170915	PAQR8	progestin and adipoQ receptor family member 8	protein_coding
ENSG00000198860	TSEN15	tRNA splicing endonuclease subunit 15	protein_coding
ENSG00000156869	FRRS1	ferric chelate reductase 1	protein_coding
ENSG00000070669	ASNS	asparagine synthetase (glutamine-hydrolyzing)	protein_coding
ENSG00000251442	LINC01094	long intergenic non-protein coding RNA 1094	lncRNA
ENSG00000170684	ZNF296	zinc finger protein 296	protein_coding
ENSG00000057149	SERPINB3	serpin family B member 3	protein_coding
ENSG00000184497	TMEM255B	transmembrane protein 255B	protein_coding
ENSG00000246705	H2AJ	H2A.J histone	protein_coding
ENSG00000152503	TRIM36	tripartite motif containing 36	protein_coding
ENSG00000270605		novel transcript	lncRNA
ENSG00000181649	PHLDA2	pleckstrin homology like domain family A member 2	protein_coding
ENSG00000103855	CD276	CD276 molecule	protein_coding
ENSG00000203688	LINC02487	long intergenic non-protein coding RNA 2487	lncRNA
ENSG00000170214	ADRA1B	adrenoceptor alpha 1B	protein_coding
ENSG00000187957	DNER	delta/notch like EGF repeat containing	protein_coding
ENSG00000162458	FBLIM1	filamin binding LIM protein 1	protein_coding
ENSG00000122035	RASL11A	RAS like family 11 member A	protein_coding
ENSG00000283064	H2BC6-AS1	H2BC6 antisense RNA 1	lncRNA
ENSG00000148680	HTR7	5-hydroxytryptamine receptor 7	protein_coding
ENSG00000007306	CEACAM7	CEA cell adhesion molecule 7	protein_coding
ENSG00000257588	AQP5-AS1	AQP5 and AQP2 antisense RNA 2	lncRNA
ENSG00000012171	SEMA3B	semaphorin 3B	protein_coding
ENSG00000137185	ZSCAN9	zinc finger and SCAN domain containing 9	protein_coding
ENSG00000288701	PRRC2B	proline rich coiled-coil 2B	protein_coding
ENSG00000171236	LRG1	leucine rich alpha-2-glycoprotein 1	protein_coding
ENSG00000231023	LINC00326	long intergenic non-protein coding RNA 326	lncRNA
ENSG00000276170		novel transcript, antisense to ARHGAP23	lncRNA
ENSG00000163590	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L	protein_coding
ENSG00000181409	AATK	apoptosis associated tyrosine kinase	protein_coding
ENSG00000189052	CGB5	chorionic gonadotropin subunit beta 5	protein_coding
ENSG00000118503	TNFAIP3	TNF alpha induced protein 3	protein_coding
ENSG00000155093	PTPRN2	protein tyrosine phosphatase receptor type N2	protein_coding
ENSG00000118785	SPP1	secreted phosphoprotein 1	protein_coding
ENSG00000102271	KLHL4	kelch like family member 4	protein_coding
ENSG00000184005	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein_coding
ENSG00000154734	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	protein_coding
ENSG00000173210	ABLIM3	actin binding LIM protein family member 3	protein_coding
ENSG00000213030	CGB8	chorionic gonadotropin subunit beta 8	protein_coding
ENSG00000248690	HAS2-AS1	HAS2 antisense RNA 1	lncRNA
ENSG00000197361	FBXL22	F-box and leucine rich repeat protein 22	protein_coding
ENSG00000145979	TBC1D7	TBC1 domain family member 7	protein_coding
ENSG00000140057	AK7	adenylate kinase 7	protein_coding
ENSG00000178922	HYI	hydroxypyruvate isomerase (putative)	protein_coding
ENSG00000122641	INHBA	inhibin subunit beta A	protein_coding
ENSG00000240476	LINC00973	long intergenic non-protein coding RNA 973	lncRNA
ENSG00000131771	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	protein_coding
ENSG00000256916	MMP20-AS1	MMP20 antisense RNA 1	lncRNA
ENSG00000164741	DLC1	DLC1 Rho GTPase activating protein	protein_coding
ENSG00000148384	INPP5E	inositol polyphosphate-5-phosphatase E	protein_coding
ENSG00000138755	CXCL9	C-X-C motif chemokine ligand 9	protein_coding
ENSG00000183287	CCBE1	collagen and calcium binding EGF domains 1	protein_coding
ENSG00000135773	CAPN9	calpain 9	protein_coding
ENSG00000006459	KDM7A	lysine demethylase 7A	protein_coding
ENSG00000187193	MT1X	metallothionein 1X	protein_coding
ENSG00000231770	TMEM44-AS1	TMEM44 antisense RNA 1	lncRNA
ENSG00000168427	KLHL30	kelch like family member 30	protein_coding
ENSG00000064886	CHI3L2	chitinase 3 like 2	protein_coding
ENSG00000163964	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	protein_coding
ENSG00000075290	WNT8B	Wnt family member 8B	protein_coding
ENSG00000197587	DMBX1	diencephalon/mesencephalon homeobox 1	protein_coding
ENSG00000163376	KBTBD8	kelch repeat and BTB domain containing 8	protein_coding
ENSG00000101333	PLCB4	phospholipase C beta 4	protein_coding
ENSG00000137766	UNC13C	unc-13 homolog C	protein_coding
ENSG00000177694	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2	protein_coding
ENSG00000130962	PRRG1	proline rich and Gla domain 1	protein_coding
ENSG00000166840	GLYATL1	glycine-N-acyltransferase like 1	protein_coding
ENSG00000102452	NALCN	sodium leak channel, non-selective	protein_coding
ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2	protein_coding
ENSG00000147509	RGS20	regulator of G protein signaling 20	protein_coding
ENSG00000156976	EIF4A2	eukaryotic translation initiation factor 4A2	protein_coding
ENSG00000145632	PLK2	polo like kinase 2	protein_coding
ENSG00000267279		novel transcript	lncRNA
ENSG00000285212		novel transcript	lncRNA
ENSG00000275202		novel transcript, antisense to FNDC3A	lncRNA
ENSG00000166250	CLMP	CXADR like membrane protein	protein_coding
ENSG00000267041	ZNF850	zinc finger protein 850	protein_coding
ENSG00000289423		novel transcript	lncRNA
ENSG00000137440	FGFBP1	fibroblast growth factor binding protein 1	protein_coding
ENSG00000237499	WAKMAR2	wound and keratinocyte migration associated lncRNA 2	lncRNA
ENSG00000256029		novel protein	protein_coding
ENSG00000253304	TMEM200B	transmembrane protein 200B	protein_coding
ENSG00000165272	AQP3	aquaporin 3 (Gill blood group)	protein_coding
ENSG00000189298	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	protein_coding
ENSG00000204934	ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1	lncRNA
ENSG00000081052	COL4A4	collagen type IV alpha 4 chain	protein_coding
ENSG00000007314	SCN4A	sodium voltage-gated channel alpha subunit 4	protein_coding
ENSG00000176928	GCNT4	glucosaminyl (N-acetyl) transferase 4	protein_coding
ENSG00000075651	PLD1	phospholipase D1	protein_coding
ENSG00000128039	SRD5A3	steroid 5 alpha-reductase 3	protein_coding
ENSG00000187097	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	protein_coding
ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2	protein_coding
ENSG00000174501	ANKRD36C	ankyrin repeat domain 36C	protein_coding
ENSG00000115295	CLIP4	CAP-Gly domain containing linker protein family member 4	protein_coding
ENSG00000180822	PSMG4	proteasome assembly chaperone 4	protein_coding
ENSG00000183760	ACP7	acid phosphatase 7, tartrate resistant (putative)	protein_coding
ENSG00000129007	CALML4	calmodulin like 4	protein_coding
ENSG00000120697	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	protein_coding
ENSG00000281692	PACRG-AS1	PACRG antisense RNA 1	lncRNA
ENSG00000184922	FMNL1	formin like 1	protein_coding
ENSG00000204899	MZT1	mitotic spindle organizing protein 1	protein_coding
ENSG00000196981	WDR5B	WD repeat domain 5B	protein_coding
ENSG00000145982	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	protein_coding
ENSG00000163701	IL17RE	interleukin 17 receptor E	protein_coding
ENSG00000187626	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	protein_coding
ENSG00000118322	ATP10B	ATPase phospholipid transporting 10B (putative)	protein_coding
ENSG00000196218	RYR1	ryanodine receptor 1	protein_coding
ENSG00000000457	SCYL3	SCY1 like pseudokinase 3	protein_coding
ENSG00000172613	RAD9A	RAD9 checkpoint clamp component A	protein_coding
ENSG00000112782	CLIC5	chloride intracellular channel 5	protein_coding
ENSG00000185615	PDIA2	protein disulfide isomerase family A member 2	protein_coding
ENSG00000242086	MUC20-OT1	MUC20 overlapping transcript	lncRNA
ENSG00000090661	CERS4	ceramide synthase 4	protein_coding
ENSG00000115112	TFCP2L1	transcription factor CP2 like 1	protein_coding
ENSG00000174928	C3orf33	chromosome 3 open reading frame 33	protein_coding
ENSG00000042317	SPATA7	spermatogenesis associated 7	protein_coding
ENSG00000100031	GGT1	gamma-glutamyltransferase 1	protein_coding
ENSG00000196569	LAMA2	laminin subunit alpha 2	protein_coding
ENSG00000286004		novel transcript, antisense to TNK2	lncRNA
ENSG00000183840	GPR39	G protein-coupled receptor 39	protein_coding
ENSG00000058085	LAMC2	laminin subunit gamma 2	protein_coding
ENSG00000139684	ESD	esterase D	protein_coding
ENSG00000134954	ETS1	ETS proto-oncogene 1, transcription factor	protein_coding
ENSG00000255071	SAA2-SAA4	SAA2-SAA4 readthrough	protein_coding
ENSG00000205362	MT1A	metallothionein 1A	protein_coding
ENSG00000175505	CLCF1	cardiotrophin like cytokine factor 1	protein_coding
ENSG00000172183	ISG20	interferon stimulated exonuclease gene 20	protein_coding
ENSG00000162878	PKDCC	protein kinase domain containing, cytoplasmic	protein_coding
ENSG00000179743	SPEN-AS1	SPEN antisense RNA 1	lncRNA
ENSG00000272146	ARF4-AS1	ARF4 antisense RNA 1	lncRNA
ENSG00000198315	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	protein_coding
ENSG00000010319	SEMA3G	semaphorin 3G	protein_coding
ENSG00000196924	FLNA	filamin A	protein_coding
ENSG00000149948	HMGA2	high mobility group AT-hook 2	protein_coding
ENSG00000287245		novel transcript, antisense to RDX	lncRNA
ENSG00000166341	DCHS1	dachsous cadherin-related 1	protein_coding
ENSG00000257594	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4	protein_coding
ENSG00000272808	GCAWKR	gastric cancer associated WDR5 and KAT2A binding lncRNA	lncRNA
ENSG00000011052	NME1-NME2	NME1-NME2 readthrough	protein_coding
ENSG00000031081	ARHGAP31	Rho GTPase activating protein 31	protein_coding
ENSG00000136352	NKX2-1	NK2 homeobox 1	protein_coding
ENSG00000104953	TLE6	TLE family member 6, subcortical maternal complex member	protein_coding
ENSG00000171401	KRT13	keratin 13	protein_coding
ENSG00000081041	CXCL2	C-X-C motif chemokine ligand 2	protein_coding
ENSG00000141542	RAB40B	RAB40B, member RAS oncogene family	protein_coding
ENSG00000163219	ARHGAP25	Rho GTPase activating protein 25	protein_coding
ENSG00000170271	FAXDC2	fatty acid hydroxylase domain containing 2	protein_coding
ENSG00000077092	RARB	retinoic acid receptor beta	protein_coding
ENSG00000144724	PTPRG	protein tyrosine phosphatase receptor type G	protein_coding
ENSG00000287594		novel transcript	lncRNA
ENSG00000267001		novel protein	protein_coding
ENSG00000261379		novel transcript	lncRNA
ENSG00000184381	PLA2G6	phospholipase A2 group VI	protein_coding
ENSG00000107796	ACTA2	actin alpha 2, smooth muscle	protein_coding
ENSG00000104371	DKK4	dickkopf WNT signaling pathway inhibitor 4	protein_coding
ENSG00000137801	THBS1	thrombospondin 1	protein_coding
ENSG00000121236	TRIM6	tripartite motif containing 6	protein_coding
ENSG00000155265	GOLGA7B	golgin A7 family member B	protein_coding
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	protein_coding
ENSG00000205269	TMEM170B	transmembrane protein 170B	protein_coding
ENSG00000138036	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	protein_coding
ENSG00000152689	RASGRP3	RAS guanyl releasing protein 3	protein_coding
ENSG00000115419	GLS	glutaminase	protein_coding
ENSG00000106034	CPED1	cadherin like and PC-esterase domain containing 1	protein_coding
ENSG00000057019	DCBLD2	discoidin, CUB and LCCL domain containing 2	protein_coding
ENSG00000185697	MYBL1	MYB proto-oncogene like 1	protein_coding
ENSG00000105245	NUMBL	NUMB like endocytic adaptor protein	protein_coding
ENSG00000145012	LPP	LIM domain containing preferred translocation partner in lipoma	protein_coding
ENSG00000257621	PSMA3-AS1	PSMA3 antisense RNA 1	lncRNA
ENSG00000170209	ANKK1	ankyrin repeat and kinase domain containing 1	protein_coding
ENSG00000122863	CHST3	carbohydrate sulfotransferase 3	protein_coding
ENSG00000139865	TTC6	tetratricopeptide repeat domain 6	protein_coding
ENSG00000134775	FHOD3	formin homology 2 domain containing 3	protein_coding
ENSG00000175115	PACS1	phosphofurin acidic cluster sorting protein 1	protein_coding
ENSG00000172340	SUCLG2	succinate-CoA ligase GDP-forming subunit beta	protein_coding
ENSG00000287709		novel transcript	lncRNA
ENSG00000160471	COX6B2	cytochrome c oxidase subunit 6B2	protein_coding
ENSG00000227403	LINC01806	long intergenic non-protein coding RNA 1806	lncRNA
ENSG00000259943	ZMPSTE24-DT	ZMPSTE24 divergent transcript	lncRNA
ENSG00000124939	SCGB2A1	secretoglobin family 2A member 1	protein_coding
ENSG00000173349	SFT2D3	SFT2 domain containing 3	protein_coding
ENSG00000079819	EPB41L2	erythrocyte membrane protein band 4.1 like 2	protein_coding
ENSG00000132334	PTPRE	protein tyrosine phosphatase receptor type E	protein_coding
ENSG00000125148	MT2A	metallothionein 2A	protein_coding
ENSG00000092929	UNC13D	unc-13 homolog D	protein_coding
ENSG00000169469	SPRR1B	small proline rich protein 1B	protein_coding
ENSG00000182580	EPHB3	EPH receptor B3	protein_coding
ENSG00000113209	PCDHB5	protocadherin beta 5	protein_coding
ENSG00000127152	BCL11B	BCL11 transcription factor B	protein_coding
ENSG00000182253	SYNM	synemin	protein_coding
ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	protein_coding
ENSG00000073417	PDE8A	phosphodiesterase 8A	protein_coding
ENSG00000178053	MLF1	myeloid leukemia factor 1	protein_coding
ENSG00000134146	DPH6	diphthamine biosynthesis 6	protein_coding
ENSG00000164039	BDH2	3-hydroxybutyrate dehydrogenase 2	protein_coding
ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8	protein_coding
ENSG00000185477	GPRIN3	GPRIN family member 3	protein_coding
ENSG00000105738	SIPA1L3	signal induced proliferation associated 1 like 3	protein_coding
ENSG00000010404	IDS	iduronate 2-sulfatase	protein_coding
ENSG00000235092	ID2-AS1	ID2 antisense RNA 1	lncRNA
ENSG00000128805	ARHGAP22	Rho GTPase activating protein 22	protein_coding
ENSG00000143183	TMCO1	transmembrane and coiled-coil domains 1	protein_coding
ENSG00000168952	STXBP6	syntaxin binding protein 6	protein_coding
ENSG00000106397	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	protein_coding
ENSG00000146197	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	protein_coding
ENSG00000166920	C15orf48	chromosome 15 open reading frame 48	protein_coding
ENSG00000198574	SH2D1B	SH2 domain containing 1B	protein_coding
ENSG00000233757	ZNF892	zinc finger protein 892	protein_coding
ENSG00000232759	STEAP1B-AS1	STEAP1B antisense RNA 1	lncRNA
ENSG00000203644		novel transcript, sense intronic to TMCC1	lncRNA
ENSG00000160868	CYP3A4	cytochrome P450 family 3 subfamily A member 4	protein_coding
ENSG00000072786	STK10	serine/threonine kinase 10	protein_coding
ENSG00000273542	H4C12	H4 clustered histone 12	protein_coding
ENSG00000118257	NRP2	neuropilin 2	protein_coding
ENSG00000121380	BCL2L14	BCL2 like 14	protein_coding
ENSG00000167191	GPRC5B	G protein-coupled receptor class C group 5 member B	protein_coding
ENSG00000166311	SMPD1	sphingomyelin phosphodiesterase 1	protein_coding
ENSG00000004799	PDK4	pyruvate dehydrogenase kinase 4	protein_coding
ENSG00000145901	TNIP1	TNFAIP3 interacting protein 1	protein_coding
ENSG00000120708	TGFBI	transforming growth factor beta induced	protein_coding
ENSG00000163961	RNF168	ring finger protein 168	protein_coding
ENSG00000184500	PROS1	protein S	protein_coding
ENSG00000274070	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2	protein_coding
ENSG00000160401	CFAP157	cilia and flagella associated protein 157	protein_coding
ENSG00000291104	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene	lncRNA
ENSG00000110218	PANX1	pannexin 1	protein_coding
ENSG00000221883	ARIH2OS	ARIH2 opposite strand lncRNA	lncRNA
ENSG00000173137	ADCK5	aarF domain containing kinase 5	protein_coding
ENSG00000173890	GPR160	G protein-coupled receptor 160	protein_coding
ENSG00000272106		artifact	lncRNA
ENSG00000164283	ESM1	endothelial cell specific molecule 1	protein_coding
ENSG00000229666	MAST4-AS1	MAST4 antisense RNA 1	lncRNA
ENSG00000269834	ZNF528-AS1	ZNF528 antisense RNA 1	lncRNA
ENSG00000072682	P4HA2	prolyl 4-hydroxylase subunit alpha 2	protein_coding
ENSG00000276966	H4C5	H4 clustered histone 5	protein_coding
ENSG00000147174	GCNA	germ cell nuclear acidic peptidase	protein_coding
ENSG00000149633	KIAA1755	KIAA1755	protein_coding
ENSG00000272941		novel transcript, antisense to C7orf49	lncRNA
ENSG00000184530	C6orf58	chromosome 6 open reading frame 58	protein_coding
ENSG00000152056	AP1S3	adaptor related protein complex 1 subunit sigma 3	protein_coding
ENSG00000160326	SLC2A6	solute carrier family 2 member 6	protein_coding
ENSG00000164089	ETNPPL	ethanolamine-phosphate phospho-lyase	protein_coding
ENSG00000135842	NIBAN1	niban apoptosis regulator 1	protein_coding
ENSG00000090339	ICAM1	intercellular adhesion molecule 1	protein_coding
ENSG00000139679	LPAR6	lysophosphatidic acid receptor 6	protein_coding
ENSG00000256073	URB1-AS1	URB1 antisense RNA 1 (head to head)	lncRNA
ENSG00000249199		novel transcript	lncRNA
ENSG00000276085	CCL3L3	C-C motif chemokine ligand 3 like 3	protein_coding
ENSG00000261423	TMEM202-AS1	TMEM202 antisense RNA 1	lncRNA
