ENSEMBL	Symbol	Description	Biotype
ENSG00000250506	CDK3	cyclin dependent kinase 3	protein_coding
ENSG00000233124	LINC00456	long intergenic non-protein coding RNA 456	lncRNA
ENSG00000197479	PCDHB11	protocadherin beta 11	protein_coding
ENSG00000196502	SULT1A1	sulfotransferase family 1A member 1	protein_coding
ENSG00000061455	PRDM6	PR/SET domain 6	protein_coding
ENSG00000120458	MSANTD2	Myb/SANT DNA binding domain containing 2	protein_coding
ENSG00000255031		novel transcript, antisense to CHKA	lncRNA
ENSG00000242588		novel transcript	lncRNA
ENSG00000249196	TMEM132D-AS1	TMEM132D antisense RNA 1	lncRNA
ENSG00000110723	EXPH5	exophilin 5	protein_coding
ENSG00000165502	RPL36AL	ribosomal protein L36a like	protein_coding
ENSG00000076356	PLXNA2	plexin A2	protein_coding
ENSG00000254815	LMNTD2-AS1	LMNTD2 antisense RNA 1	lncRNA
ENSG00000260528	FAM157C	family with sequence similarity 157 member C	lncRNA
ENSG00000286938		novel transcript	lncRNA
ENSG00000259342		novel transcript, antisense to C15orf48	lncRNA
ENSG00000142484	TM4SF5	transmembrane 4 L six family member 5	protein_coding
ENSG00000125255	SLC10A2	solute carrier family 10 member 2	protein_coding
ENSG00000260220	CCDC187	coiled-coil domain containing 187	protein_coding
ENSG00000233539		novel transcript	lncRNA
ENSG00000157470	FAM81A	family with sequence similarity 81 member A	protein_coding
ENSG00000234997	LINC02966	long intergenic non-protein coding RNA 2966	lncRNA
ENSG00000159167	STC1	stanniocalcin 1	protein_coding
ENSG00000148346	LCN2	lipocalin 2	protein_coding
ENSG00000173947	CIMAP3	ciliary microtubule associated protein 3	protein_coding
ENSG00000206530	CFAP44	cilia and flagella associated protein 44	protein_coding
ENSG00000273047		novel transcript, LIME1-SLC2A4RG readthrough	protein_coding
ENSG00000182472	CAPN12	calpain 12	protein_coding
ENSG00000259275		novel transcript	lncRNA
ENSG00000178201	VN1R1	vomeronasal 1 receptor 1	protein_coding
ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	protein_coding
ENSG00000290947		novel transcript	lncRNA
ENSG00000280927	CTBP1-AS	CTBP1 antisense RNA	lncRNA
ENSG00000280571		novel protein	protein_coding
ENSG00000153930	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	protein_coding
ENSG00000269113	TRABD2B	TraB domain containing 2B	protein_coding
ENSG00000156042	CFAP70	cilia and flagella associated protein 70	protein_coding
ENSG00000213085	CFAP45	cilia and flagella associated protein 45	protein_coding
ENSG00000124215	CDH26	cadherin 26	protein_coding
ENSG00000172243	CLEC7A	C-type lectin domain containing 7A	protein_coding
ENSG00000069493	CLEC2D	C-type lectin domain family 2 member D	protein_coding
ENSG00000244122	UGT1A7	UDP glucuronosyltransferase family 1 member A7	protein_coding
ENSG00000204252	HLA-DOA	major histocompatibility complex, class II, DO alpha	protein_coding
ENSG00000155962	CLIC2	chloride intracellular channel 2	protein_coding
ENSG00000247679		novel transcript	lncRNA
ENSG00000289791		novel protein	protein_coding
ENSG00000169583	CLIC3	chloride intracellular channel 3	protein_coding
ENSG00000249464	LINC01091	long intergenic non-protein coding RNA 1091	lncRNA
ENSG00000106404	CLDN15	claudin 15	protein_coding
ENSG00000123843	C4BPB	complement component 4 binding protein beta	protein_coding
ENSG00000056998	GYG2	glycogenin 2	protein_coding
ENSG00000254531	FLJ20021	uncharacterized LOC90024	lncRNA
ENSG00000161905	ALOX15	arachidonate 15-lipoxygenase	protein_coding
ENSG00000242574	HLA-DMB	major histocompatibility complex, class II, DM beta	protein_coding
ENSG00000293550		novel transcript	lncRNA
ENSG00000140400	MAN2C1	mannosidase alpha class 2C member 1	protein_coding
ENSG00000279278		novel transcript	lncRNA
ENSG00000131196	NFATC1	nuclear factor of activated T cells 1	protein_coding
ENSG00000270157		novel transcript	lncRNA
ENSG00000289346		Novel protein	protein_coding
ENSG00000166762	CATSPER2	cation channel sperm associated 2	protein_coding
ENSG00000163823	CCR1	C-C motif chemokine receptor 1	protein_coding
ENSG00000283684		novel transcript	lncRNA
ENSG00000240583	AQP1	aquaporin 1 (Colton blood group)	protein_coding
ENSG00000173848	NET1	neuroepithelial cell transforming 1	protein_coding
ENSG00000166289	PLEKHF1	pleckstrin homology and FYVE domain containing 1	protein_coding
ENSG00000168675	LDLRAD4	low density lipoprotein receptor class A domain containing 4	protein_coding
ENSG00000205560	CPT1B	carnitine palmitoyltransferase 1B	protein_coding
ENSG00000137691	CFAP300	cilia and flagella associated protein 300	protein_coding
ENSG00000168772	CXXC4	CXXC finger protein 4	protein_coding
ENSG00000229127	KANSL1L-AS1	KANSL1L antisense RNA 1	lncRNA
ENSG00000155980	KIF5A	kinesin family member 5A	protein_coding
ENSG00000158286	RNF207	ring finger protein 207	protein_coding
ENSG00000166278	C2	complement C2	protein_coding
ENSG00000186615	KTN1-AS1	KTN1 antisense RNA 1	lncRNA
ENSG00000171827	ZNF570	zinc finger protein 570	protein_coding
ENSG00000241119	UGT1A9	UDP glucuronosyltransferase family 1 member A9	protein_coding
ENSG00000125207	PIWIL1	piwi like RNA-mediated gene silencing 1	protein_coding
ENSG00000011465	DCN	decorin	protein_coding
ENSG00000171962	DRC3	dynein regulatory complex subunit 3	protein_coding
ENSG00000175416	CLTB	clathrin light chain B	protein_coding
ENSG00000171914	TLN2	talin 2	protein_coding
ENSG00000101203	COL20A1	collagen type XX alpha 1 chain	protein_coding
ENSG00000174844	DNAH12	dynein axonemal heavy chain 12	protein_coding
ENSG00000197653	DNAH10	dynein axonemal heavy chain 10	protein_coding
ENSG00000106991	ENG	endoglin	protein_coding
ENSG00000114279	FGF12	fibroblast growth factor 12	protein_coding
ENSG00000085514	PILRA	paired immunoglobin like type 2 receptor alpha	protein_coding
ENSG00000162804	SNED1	sushi, nidogen and EGF like domains 1	protein_coding
ENSG00000260978		MKRN3 antisense RNA 1	lncRNA
ENSG00000142065	ZFP14	ZFP14 zinc finger protein	protein_coding
ENSG00000055955	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4	protein_coding
ENSG00000163283	ALPP	alkaline phosphatase, placental	protein_coding
ENSG00000224790	HLCS-AS1	HLCS antisense RNA 1	lncRNA
ENSG00000165655	ZNF503	zinc finger protein 503	protein_coding
ENSG00000136457	CHAD	chondroadherin	protein_coding
ENSG00000214353	VAC14-AS1	VAC14 antisense RNA 1	lncRNA
ENSG00000096006	CRISP3	cysteine rich secretory protein 3	protein_coding
ENSG00000169020	ATP5ME	ATP synthase membrane subunit e	protein_coding
ENSG00000250295	RDH10-AS1	RDH10 antisense RNA 1	lncRNA
ENSG00000106003	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein_coding
ENSG00000256500		novel protein	protein_coding
ENSG00000145996	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1	protein_coding
ENSG00000041515	MYO16	myosin XVI	protein_coding
ENSG00000233056	ERVH48-1	endogenous retrovirus group 48 member 1, envelope	protein_coding
ENSG00000271605	MILR1	mast cell immunoglobulin like receptor 1	protein_coding
ENSG00000204410	MSH5	mutS homolog 5	protein_coding
ENSG00000134258	VTCN1	V-set domain containing T cell activation inhibitor 1	protein_coding
ENSG00000242732	RTL5	retrotransposon Gag like 5	protein_coding
ENSG00000177469	CAVIN1	caveolae associated protein 1	protein_coding
ENSG00000218416	GPC1-AS1	GPC1 antisense RNA 1	lncRNA
ENSG00000157827	FMNL2	formin like 2	protein_coding
ENSG00000271824	SMIM32	small integral membrane protein 32	protein_coding
ENSG00000256569		novel transcript, antisense to UNC119B	lncRNA
ENSG00000100156	SLC16A8	solute carrier family 16 member 8	protein_coding
ENSG00000101546	RBFA	ribosome binding factor A	protein_coding
ENSG00000135702	CHST5	carbohydrate sulfotransferase 5	protein_coding
ENSG00000275896	PRSS2	serine protease 2	protein_coding
ENSG00000253339		novel transcript	lncRNA
ENSG00000287088		novel transcript, antisense to TSPEAR	lncRNA
ENSG00000007062	PROM1	prominin 1	protein_coding
ENSG00000268996	MAN1B1-DT	MAN1B1 divergent transcript	lncRNA
ENSG00000068831	RASGRP2	RAS guanyl releasing protein 2	protein_coding
ENSG00000114656	CFAP92	cilia and flagella associated protein 92 (putative)	protein_coding
ENSG00000284638	SMIM44	small integral membrane protein 44	protein_coding
ENSG00000285813		novel transcript, antisense to MSANTD4	lncRNA
ENSG00000070081	NUCB2	nucleobindin 2	protein_coding
ENSG00000196132	MYT1	myelin transcription factor 1	protein_coding
ENSG00000101188	NTSR1	neurotensin receptor 1	protein_coding
ENSG00000105707	HPN	hepsin	protein_coding
ENSG00000069535	MAOB	monoamine oxidase B	protein_coding
ENSG00000255339		NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa (NDUFB8) and SEC31 homolog B (S. cerevisiae) (SEC31B) readthrough	protein_coding
ENSG00000136014	USP44	ubiquitin specific peptidase 44	protein_coding
ENSG00000270885	RASL10B	RAS like family 10 member B	protein_coding
ENSG00000198440	ZNF583	zinc finger protein 583	protein_coding
ENSG00000204653	ASPDH	aspartate dehydrogenase domain containing	protein_coding
ENSG00000197576	HOXA4	homeobox A4	protein_coding
ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1	protein_coding
ENSG00000176692	FOXC2	forkhead box C2	protein_coding
ENSG00000183018	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate	protein_coding
ENSG00000249007		novel transcript	lncRNA
ENSG00000197062	ZSCAN26	zinc finger and SCAN domain containing 26	protein_coding
ENSG00000185250	PPIL6	peptidylprolyl isomerase like 6	protein_coding
ENSG00000223812	PYDC2-AS1	PYDC2 antisense RNA 1	lncRNA
ENSG00000168505	GBX2	gastrulation brain homeobox 2	protein_coding
ENSG00000087085	ACHE	acetylcholinesterase (Cartwright blood group)	protein_coding
ENSG00000150773	PIH1D2	PIH1 domain containing 2	protein_coding
ENSG00000145416	MARCHF1	membrane associated ring-CH-type finger 1	protein_coding
ENSG00000170044	ZPLD1	zona pellucida like domain containing 1	protein_coding
ENSG00000162039	MEIOB	meiosis specific with OB-fold	protein_coding
ENSG00000197635	DPP4	dipeptidyl peptidase 4	protein_coding
ENSG00000143847	PPFIA4	PTPRF interacting protein alpha 4	protein_coding
ENSG00000272163		novel transcript, antisense to NEFM	lncRNA
ENSG00000161714	PLCD3	phospholipase C delta 3	protein_coding
ENSG00000153208	MERTK	MER proto-oncogene, tyrosine kinase	protein_coding
ENSG00000284820		novel protein	protein_coding
ENSG00000285979		novel transcript, antisense to FAM192A	lncRNA
ENSG00000188452	CERKL	ceramide kinase like	protein_coding
ENSG00000090376	IRAK3	interleukin 1 receptor associated kinase 3	protein_coding
ENSG00000136872	ALDOB	aldolase, fructose-bisphosphate B	protein_coding
ENSG00000272514	CFAP206	cilia and flagella associated protein 206	protein_coding
ENSG00000189409	MMP23B	matrix metallopeptidase 23B	protein_coding
ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C	protein_coding
ENSG00000082014	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	protein_coding
ENSG00000166261	ZNF202	zinc finger protein 202	protein_coding
ENSG00000152953	STK32B	serine/threonine kinase 32B	protein_coding
ENSG00000001626	CFTR	CF transmembrane conductance regulator	protein_coding
ENSG00000182326	C1S	complement C1s	protein_coding
ENSG00000151224	MAT1A	methionine adenosyltransferase 1A	protein_coding
ENSG00000269934		novel transcript, antisense to OBSCN	lncRNA
ENSG00000198064	NPIPB13	nuclear pore complex interacting protein family, member B13	protein_coding
ENSG00000172828	CES3	carboxylesterase 3	protein_coding
ENSG00000272668		novel transcript, antisense to VSIG8	lncRNA
ENSG00000127419	TMEM175	transmembrane protein 175	protein_coding
ENSG00000234883	MIR155HG	MIR155 host gene	lncRNA
ENSG00000104899	AMH	anti-Mullerian hormone	protein_coding
ENSG00000130598	TNNI2	troponin I2, fast skeletal type	protein_coding
ENSG00000137877	SPTBN5	spectrin beta, non-erythrocytic 5	protein_coding
ENSG00000204947	ZNF425	zinc finger protein 425	protein_coding
ENSG00000256977	LIMS3	LIM zinc finger domain containing 3	protein_coding
ENSG00000290585		novel transcript	lncRNA
ENSG00000160716	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	protein_coding
ENSG00000247400	DNAJC3-DT	DNAJC3 divergent transcript	lncRNA
ENSG00000024422	EHD2	EH domain containing 2	protein_coding
ENSG00000260328		novel transcript	lncRNA
ENSG00000176678	FOXL1	forkhead box L1	protein_coding
ENSG00000267924		novel transcript	lncRNA
ENSG00000075213	SEMA3A	semaphorin 3A	protein_coding
ENSG00000157856	DRC1	dynein regulatory complex subunit 1	protein_coding
ENSG00000178726	THBD	thrombomodulin	protein_coding
ENSG00000287315		novel transcript, antisense to OBSCN	lncRNA
ENSG00000269693		novel transcript	protein_coding
ENSG00000122547	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	protein_coding
ENSG00000204287	HLA-DRA	major histocompatibility complex, class II, DR alpha	protein_coding
ENSG00000163462	TRIM46	tripartite motif containing 46	protein_coding
ENSG00000277128		novel transcript	lncRNA
ENSG00000204869	IGFL4	IGF like family member 4	protein_coding
ENSG00000169507	SLC38A11	solute carrier family 38 member 11	protein_coding
ENSG00000221890	NPTXR	neuronal pentraxin receptor	protein_coding
ENSG00000184371	CSF1	colony stimulating factor 1	protein_coding
ENSG00000154099	DNAAF1	dynein axonemal assembly factor 1	protein_coding
ENSG00000135407	AVIL	advillin	protein_coding
ENSG00000197580	BCO2	beta-carotene oxygenase 2	protein_coding
ENSG00000286785	LINC01622	long intergenic non-protein coding RNA 1622	lncRNA
ENSG00000185245	GP1BA	glycoprotein Ib platelet subunit alpha	protein_coding
ENSG00000267016		novel transcript, antisense to SEPT9	lncRNA
ENSG00000231999	LRRC8C-DT	LRRC8C divergent transcript	lncRNA
ENSG00000233175	FMNL1-AS1	FMNL1 antisense RNA 1	lncRNA
ENSG00000188015	S100A3	S100 calcium binding protein A3	protein_coding
ENSG00000176907	TCIM	transcriptional and immune response regulator	protein_coding
ENSG00000122862	SRGN	serglycin	protein_coding
ENSG00000164776	PHKG1	phosphorylase kinase catalytic subunit gamma 1	protein_coding
ENSG00000076555	ACACB	acetyl-CoA carboxylase beta	protein_coding
ENSG00000157214	STEAP2	STEAP2 metalloreductase	protein_coding
ENSG00000229321		novel transcript	lncRNA
ENSG00000196338	NLGN3	neuroligin 3	protein_coding
ENSG00000170542	SERPINB9	serpin family B member 9	protein_coding
ENSG00000290738	URAHP	urate (hydroxyiso-) hydrolase, pseudogene	lncRNA
ENSG00000188738	FSIP2	fibrous sheath interacting protein 2	protein_coding
ENSG00000181143	MUC16	mucin 16, cell surface associated	protein_coding
ENSG00000065325	GLP2R	glucagon like peptide 2 receptor	protein_coding
ENSG00000080644	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	protein_coding
ENSG00000124588	NQO2	N-ribosyldihydronicotinamide:quinone dehydrogenase 2	protein_coding
ENSG00000175183	CSRP2	cysteine and glycine rich protein 2	protein_coding
ENSG00000206567		novel transcript	lncRNA
ENSG00000224888		novel transcript, antisense to FAM38A	lncRNA
ENSG00000068079	IFI35	interferon induced protein 35	protein_coding
ENSG00000284946		novel protein	protein_coding
ENSG00000187796	CARD9	caspase recruitment domain family member 9	protein_coding
ENSG00000266086		novel transcript	protein_coding
ENSG00000224420	ADM5	adrenomedullin 5 (putative)	protein_coding
ENSG00000259704		novel transcript, sense overlapping 3' UTR of BLM	lncRNA
ENSG00000188818	ZDHHC11	zinc finger DHHC-type containing 11	protein_coding
ENSG00000279342		novel transcript, sense intronic to MSANTD2	lncRNA
ENSG00000144837	PLA1A	phospholipase A1 member A	protein_coding
ENSG00000133640	LRRIQ1	leucine rich repeats and IQ motif containing 1	protein_coding
ENSG00000162571	TTLL10	tubulin tyrosine ligase like 10	protein_coding
ENSG00000289177		novel transcript	lncRNA
ENSG00000185567	AHNAK2	AHNAK nucleoprotein 2	protein_coding
ENSG00000149311	ATM	ATM serine/threonine kinase	protein_coding
ENSG00000196296	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1	protein_coding
ENSG00000197978	GOLGA6L9	golgin A6 family like 9	protein_coding
ENSG00000176049	JAKMIP2	janus kinase and microtubule interacting protein 2	protein_coding
ENSG00000230316	FEZF1-AS1	FEZF1 antisense RNA 1	lncRNA
ENSG00000135744	AGT	angiotensinogen	protein_coding
ENSG00000256028		novel transcript	lncRNA
ENSG00000111799	COL12A1	collagen type XII alpha 1 chain	protein_coding
ENSG00000248727	LINC01948	long intergenic non-protein coding RNA 1948	lncRNA
ENSG00000274049	INO80B-WBP1	INO80B-WBP1 readthrough (NMD candidate)	protein_coding
ENSG00000112303	VNN2	vanin 2	protein_coding
ENSG00000197774	EME2	essential meiotic structure-specific endonuclease subunit 2	protein_coding
ENSG00000265479	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene	lncRNA
ENSG00000138185	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	protein_coding
ENSG00000233101	HOXB-AS3	HOXB cluster antisense RNA 3	lncRNA
ENSG00000141519	CCDC40	coiled-coil domain containing 40	protein_coding
ENSG00000273329		novel transcript	lncRNA
ENSG00000157423	HYDIN	HYDIN axonemal central pair apparatus protein	protein_coding
ENSG00000155530	LRGUK	leucine rich repeats and guanylate kinase domain containing	protein_coding
ENSG00000170775	GPR37	G protein-coupled receptor 37	protein_coding
ENSG00000167524	RSKR	ribosomal protein S6 kinase related	protein_coding
ENSG00000290385		novel transcript	lncRNA
ENSG00000254473	UBQLN1-AS1	UBQLN1 antisense RNA 1	lncRNA
ENSG00000228049	POLR2J2	RNA polymerase II subunit J2	protein_coding
ENSG00000163286	ALPG	alkaline phosphatase, germ cell	protein_coding
ENSG00000204257	HLA-DMA	major histocompatibility complex, class II, DM alpha	protein_coding
ENSG00000100228	RAB36	RAB36, member RAS oncogene family	protein_coding
ENSG00000139990	DCAF5	DDB1 and CUL4 associated factor 5	protein_coding
ENSG00000198053	SIRPA	signal regulatory protein alpha	protein_coding
ENSG00000245498	MSANTD2-AS1	MSANTD2 antisense RNA 1	lncRNA
ENSG00000233429	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1	lncRNA
ENSG00000070985	TRPM5	transient receptor potential cation channel subfamily M member 5	protein_coding
ENSG00000141258	SGSM2	small G protein signaling modulator 2	protein_coding
ENSG00000187510	PLEKHG7	pleckstrin homology and RhoGEF domain containing G7	protein_coding
ENSG00000110375	UPK2	uroplakin 2	protein_coding
ENSG00000248771	SMIM31	small integral membrane protein 31	protein_coding
ENSG00000290682	STAG3L5P	STAG3 cohesin complex component like 5, pseudogene	lncRNA
ENSG00000127415	IDUA	alpha-L-iduronidase	protein_coding
ENSG00000268592	RAET1E-AS1	RAET1E antisense RNA 1	lncRNA
ENSG00000189120	SP6	Sp6 transcription factor	protein_coding
ENSG00000271447	MMP28	matrix metallopeptidase 28	protein_coding
ENSG00000102003	SYP	synaptophysin	protein_coding
ENSG00000203837	PNLIPRP3	pancreatic lipase related protein 3	protein_coding
ENSG00000164684	ZNF704	zinc finger protein 704	protein_coding
ENSG00000171014	OR4D5	olfactory receptor family 4 subfamily D member 5	protein_coding
ENSG00000277701		novel transcript	lncRNA
ENSG00000231881		novel transcript	lncRNA
ENSG00000251562	MALAT1	metastasis associated lung adenocarcinoma transcript 1	lncRNA
ENSG00000101384	JAG1	jagged canonical Notch ligand 1	protein_coding
ENSG00000241935	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	protein_coding
ENSG00000165556	CDX2	caudal type homeobox 2	protein_coding
ENSG00000186300	ZNF555	zinc finger protein 555	protein_coding
ENSG00000107742	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	protein_coding
ENSG00000179583	CIITA	class II major histocompatibility complex transactivator	protein_coding
ENSG00000214022	REPIN1	replication initiator 1	protein_coding
