ENSEMBL	Symbol	Description	Biotype
ENSG00000228742	LINC02577	long intergenic non-protein coding RNA 2577	lncRNA
ENSG00000117122	MFAP2	microfibril associated protein 2	protein_coding
ENSG00000100600	LGMN	legumain	protein_coding
ENSG00000173432	SAA1	serum amyloid A1	protein_coding
ENSG00000183671	CMKLR2	chemerin chemokine-like receptor 2	protein_coding
ENSG00000115525	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	protein_coding
ENSG00000137033	IL33	interleukin 33	protein_coding
ENSG00000101443	WFDC2	WAP four-disulfide core domain 2	protein_coding
ENSG00000103241	FOXF1	forkhead box F1	protein_coding
ENSG00000124635	H2BC11	H2B clustered histone 11	protein_coding
ENSG00000212747	RTL8B	retrotransposon Gag like 8B	protein_coding
ENSG00000134318	ROCK2	Rho associated coiled-coil containing protein kinase 2	protein_coding
ENSG00000204422		novel transcript	lncRNA
ENSG00000153294	ADGRF4	adhesion G protein-coupled receptor F4	protein_coding
ENSG00000267270	PARD6G-AS1	PARD6G antisense RNA 1	lncRNA
ENSG00000267040	ATP8B1-AS1	ATP8B1 antisense RNA 1	lncRNA
ENSG00000144649	GASK1A	golgi associated kinase 1A	protein_coding
ENSG00000213999	MEF2B	myocyte enhancer factor 2B	protein_coding
ENSG00000236008	LINC01814	long intergenic non-protein coding RNA 1814	lncRNA
ENSG00000156298	TSPAN7	tetraspanin 7	protein_coding
ENSG00000166839	ANKDD1A	ankyrin repeat and death domain containing 1A	protein_coding
ENSG00000178184	PARD6G	par-6 family cell polarity regulator gamma	protein_coding
ENSG00000124507	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	protein_coding
ENSG00000259863	SH3RF3-AS1	SH3RF3 antisense RNA 1	lncRNA
ENSG00000175567	UCP2	uncoupling protein 2	protein_coding
ENSG00000106565	TMEM176B	transmembrane protein 176B	protein_coding
ENSG00000148082	SHC3	SHC adaptor protein 3	protein_coding
ENSG00000135929	CYP27A1	cytochrome P450 family 27 subfamily A member 1	protein_coding
ENSG00000108821	COL1A1	collagen type I alpha 1 chain	protein_coding
ENSG00000104447	TRPS1	transcriptional repressor GATA binding 1	protein_coding
ENSG00000279047	PCDHB1-AS1	PCDHB1 antisense RNA 1	lncRNA
ENSG00000205628	LINC01446	long intergenic non-protein coding RNA 1446	lncRNA
ENSG00000006747	SCIN	scinderin	protein_coding
ENSG00000238113	LINC01410	long intergenic non-protein coding RNA 1410	lncRNA
ENSG00000260804	LINC01963	long intergenic non-protein coding RNA 1963	lncRNA
ENSG00000089356	FXYD3	FXYD domain containing ion transport regulator 3	protein_coding
ENSG00000184564	SLITRK6	SLIT and NTRK like family member 6	protein_coding
ENSG00000122711	SPINK4	serine peptidase inhibitor Kazal type 4	protein_coding
ENSG00000204397	CARD16	caspase recruitment domain family member 16	protein_coding
ENSG00000188643	S100A16	S100 calcium binding protein A16	protein_coding
ENSG00000177138	FAM9B	family with sequence similarity 9 member B	protein_coding
ENSG00000180573	H2AC6	H2A clustered histone 6	protein_coding
ENSG00000137285	TUBB2B	tubulin beta 2B class IIb	protein_coding
ENSG00000185924	RTN4RL1	reticulon 4 receptor like 1	protein_coding
ENSG00000255036	SUGT1P4-STRA6LP-CCDC180	SUGT1P4-STRA6LP-CCDC180 readthrough	lncRNA
ENSG00000170516	COX7B2	cytochrome c oxidase subunit 7B2	protein_coding
ENSG00000226900		novel transcript	lncRNA
ENSG00000120327	PCDHB14	protocadherin beta 14	protein_coding
ENSG00000121989	ACVR2A	activin A receptor type 2A	protein_coding
ENSG00000174227	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	protein_coding
ENSG00000262920		novel transcript, antisense to RPH3AL	lncRNA
ENSG00000119782	FKBP1B	FKBP prolyl isomerase 1B	protein_coding
ENSG00000196136	SERPINA3	serpin family A member 3	protein_coding
ENSG00000154783	FGD5	FYVE, RhoGEF and PH domain containing 5	protein_coding
ENSG00000078401	EDN1	endothelin 1	protein_coding
ENSG00000269190	FBXO17	F-box protein 17	protein_coding
ENSG00000240184	PCDHGC3	protocadherin gamma subfamily C, 3	protein_coding
ENSG00000170927	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	protein_coding
ENSG00000065320	NTN1	netrin 1	protein_coding
ENSG00000018236	CNTN1	contactin 1	protein_coding
ENSG00000184058	TBX1	T-box transcription factor 1	protein_coding
ENSG00000143147	GPR161	G protein-coupled receptor 161	protein_coding
ENSG00000277075	H2AC8	H2A clustered histone 8	protein_coding
ENSG00000132031	MATN3	matrilin 3	protein_coding
ENSG00000179314	WSCD1	WSC domain containing 1	protein_coding
ENSG00000204983	PRSS1	serine protease 1	protein_coding
ENSG00000205795	CYS1	cystin 1	protein_coding
ENSG00000109610	SOD3	superoxide dismutase 3	protein_coding
ENSG00000163531	NFASC	neurofascin	protein_coding
ENSG00000259953	LINC02977	long intergenic non-protein coding RNA 2977	lncRNA
ENSG00000290596		novel transcript	lncRNA
ENSG00000158486	DNAH3	dynein axonemal heavy chain 3	protein_coding
ENSG00000150394	CDH8	cadherin 8	protein_coding
ENSG00000224897	POT1-AS1	POT1 antisense RNA 1	lncRNA
ENSG00000167081	PBX3	PBX homeobox 3	protein_coding
ENSG00000131849	ZNF132	zinc finger protein 132	protein_coding
ENSG00000111802	TDP2	tyrosyl-DNA phosphodiesterase 2	protein_coding
ENSG00000157227	MMP14	matrix metallopeptidase 14	protein_coding
ENSG00000261052	SULT1A3	sulfotransferase family 1A member 3	protein_coding
ENSG00000153993	SEMA3D	semaphorin 3D	protein_coding
ENSG00000111012	CYP27B1	cytochrome P450 family 27 subfamily B member 1	protein_coding
ENSG00000278828	H3C10	H3 clustered histone 10	protein_coding
ENSG00000235300	SKAP1-AS2	SKAP1 antisense RNA 2	lncRNA
